"","Unique.Key","Created.Date","Closed.Date","Agency","Complaint.Type","Descriptor","Incident.Zip","Borough","Latitude","Longitude","Created.Date2","Day","Month","Year"
"6592",29673516,"01/08/2015 12:00:00 AM","01/16/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","11355","QUEENS",40.7606865980348,-73.8210218502343,2015-01-08 00:00:00,"08","01","2015"
"6593",29666933,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11004","QUEENS",40.7522835753572,-73.718692033004,2015-01-08 00:00:00,"08","01","2015"
"6594",29673489,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10452","BRONX",40.8444553644028,-73.9175075810128,2015-01-08 00:00:00,"08","01","2015"
"6595",29666934,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11204","BROOKLYN",40.6103121588235,-73.9831768944931,2015-01-08 00:00:00,"08","01","2015"
"6596",29673390,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10453","BRONX",40.8494235010844,-73.9217593654252,2015-01-08 00:00:00,"08","01","2015"
"6597",29666935,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10466","BRONX",40.887666562357,-73.8639313691747,2015-01-08 00:00:00,"08","01","2015"
"6598",29673590,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10452","BRONX",40.8459635505259,-73.9155684099347,2015-01-08 00:00:00,"08","01","2015"
"6599",29666957,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10451","BRONX",40.8226973983069,-73.9093617136605,2015-01-08 00:00:00,"08","01","2015"
"6600",29672783,"01/08/2015 12:00:00 AM","01/23/2015 12:00:00 AM","HPD","UNSANITARY CONDITION","PESTS","10453","BRONX",40.8544587143166,-73.9159805609348,2015-01-08 00:00:00,"08","01","2015"
"6601",29666936,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10025","MANHATTAN",40.7910089835586,-73.9725751647384,2015-01-08 00:00:00,"08","01","2015"
"6602",29673588,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10002","MANHATTAN",40.7126931661233,-73.9895212617861,2015-01-08 00:00:00,"08","01","2015"
"6603",29664027,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10028","MANHATTAN",40.7752818388171,-73.9555579956848,2015-01-08 00:00:00,"08","01","2015"
"6604",29673542,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10033","MANHATTAN",40.8500993033,-73.9313300086757,2015-01-08 00:00:00,"08","01","2015"
"6605",29666938,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11216","BROOKLYN",40.6870815224686,-73.954639621328,2015-01-08 00:00:00,"08","01","2015"
"6606",29673576,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10023","MANHATTAN",40.7778357510388,-73.979780261526,2015-01-08 00:00:00,"08","01","2015"
"6607",29666939,"01/08/2015 12:00:00 AM","01/15/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10031","MANHATTAN",40.82449988363,-73.9545206544894,2015-01-08 00:00:00,"08","01","2015"
"6608",29672840,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","WATER LEAK","HEAVY FLOW","10470","BRONX",40.9048058756283,-73.8496539045992,2015-01-08 00:00:00,"08","01","2015"
"6609",29666940,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10453","BRONX",40.8525244345074,-73.9096897702286,2015-01-08 00:00:00,"08","01","2015"
"6610",29673341,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10306","STATEN ISLAND",40.562505037122,-74.1172024293532,2015-01-08 00:00:00,"08","01","2015"
"6611",29666941,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10025","MANHATTAN",40.7987659190716,-73.9638241820376,2015-01-08 00:00:00,"08","01","2015"
"6612",29673242,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11226","BROOKLYN",40.640882406706,-73.9572509592087,2015-01-08 00:00:00,"08","01","2015"
"6613",29666962,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10458","BRONX",40.853772525055,-73.8815577612431,2015-01-08 00:00:00,"08","01","2015"
"6614",29673336,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","11226","BROOKLYN",40.6536750115202,-73.9627459908245,2015-01-08 00:00:00,"08","01","2015"
"6615",29666942,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10457","BRONX",40.8461768849087,-73.9074321722735,2015-01-08 00:00:00,"08","01","2015"
"6616",29673363,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10039","MANHATTAN",40.8287682142468,-73.9375599002683,2015-01-08 00:00:00,"08","01","2015"
"6617",29666943,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11230","BROOKLYN",40.6176735581392,-73.9692496912119,2015-01-08 00:00:00,"08","01","2015"
"6618",29672989,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10027","MANHATTAN",40.8194095469863,-73.9574397627178,2015-01-08 00:00:00,"08","01","2015"
"6619",29666945,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11210","BROOKLYN",40.6388022606276,-73.9452502155829,2015-01-08 00:00:00,"08","01","2015"
"6620",29673308,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10040","MANHATTAN",40.857831063597,-73.926756265997,2015-01-08 00:00:00,"08","01","2015"
"6621",29666947,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11368","QUEENS",40.7348990179627,-73.862525763645,2015-01-08 00:00:00,"08","01","2015"
"6622",29673421,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","11235","BROOKLYN",40.583516220599,-73.9572876793448,2015-01-08 00:00:00,"08","01","2015"
"6623",29666948,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10455","BRONX",40.8148679469035,-73.9008572928541,2015-01-08 00:00:00,"08","01","2015"
"6624",29673372,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11207","BROOKLYN",40.6637653392763,-73.8848147906358,2015-01-08 00:00:00,"08","01","2015"
"6625",29663633,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10016","MANHATTAN",40.7452718757697,-73.9784404150103,2015-01-08 00:00:00,"08","01","2015"
"6626",29673273,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10463","BRONX",40.8735433020891,-73.9028814723194,2015-01-08 00:00:00,"08","01","2015"
"6627",29666950,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11372","QUEENS",40.7502693637849,-73.879431913981,2015-01-08 00:00:00,"08","01","2015"
"6628",29672956,"01/08/2015 12:00:00 AM","01/15/2015 12:00:00 AM","HPD","ELECTRIC","OUTLET/SWITCH","11205","BROOKLYN",40.6965113995081,-73.9588813843173,2015-01-08 00:00:00,"08","01","2015"
"6629",29666951,"01/08/2015 12:00:00 AM","01/16/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10453","BRONX",40.8598173643208,-73.9100160731985,2015-01-08 00:00:00,"08","01","2015"
"6630",29673237,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11230","BROOKLYN",40.6308307400794,-73.9750259853121,2015-01-08 00:00:00,"08","01","2015"
"6631",29666952,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11223","BROOKLYN",40.6062318072773,-73.9745526013133,2015-01-08 00:00:00,"08","01","2015"
"6632",29673373,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10471","BRONX",40.8957866642608,-73.8970146276243,2015-01-08 00:00:00,"08","01","2015"
"6633",29666953,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10467","BRONX",40.8666123692267,-73.8689819059626,2015-01-08 00:00:00,"08","01","2015"
"6634",29672812,"01/08/2015 12:00:00 AM","01/20/2015 12:00:00 AM","HPD","ELECTRIC","POWER OUTAGE","10031","MANHATTAN",40.8243088891317,-73.9445700602124,2015-01-08 00:00:00,"08","01","2015"
"6635",29663585,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10027","MANHATTAN",40.8071035622972,-73.9538064777964,2015-01-08 00:00:00,"08","01","2015"
"6636",29672871,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","GENERAL","CABINET","10460","BRONX",40.8452048833575,-73.882863331059,2015-01-08 00:00:00,"08","01","2015"
"6637",29666958,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11223","BROOKLYN",40.5847194905165,-73.9691280561617,2015-01-08 00:00:00,"08","01","2015"
"6638",29673209,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10459","BRONX",40.8324265766502,-73.8924149783469,2015-01-08 00:00:00,"08","01","2015"
"6639",29666959,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11220","BROOKLYN",40.637958377781,-74.0274988516037,2015-01-08 00:00:00,"08","01","2015"
"6640",29672978,"01/08/2015 12:00:00 AM","02/09/2015 12:00:00 AM","HPD","FLOORING/STAIRS","FLOOR","11212","BROOKLYN",40.6651339561491,-73.9272345998134,2015-01-08 00:00:00,"08","01","2015"
"6641",29666960,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11225","BROOKLYN",40.6699966612847,-73.9582236271829,2015-01-08 00:00:00,"08","01","2015"
"6642",29673183,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10468","BRONX",40.8707663484146,-73.9004557670793,2015-01-08 00:00:00,"08","01","2015"
"6643",29666972,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11213","BROOKLYN",40.6712711431889,-73.9270188200167,2015-01-08 00:00:00,"08","01","2015"
"6644",29673058,"01/08/2015 12:00:00 AM","01/15/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10019","MANHATTAN",40.7625045513944,-73.9859360771678,2015-01-08 00:00:00,"08","01","2015"
"6645",29666961,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11203","BROOKLYN",40.6597888418573,-73.9396932145981,2015-01-08 00:00:00,"08","01","2015"
"6646",29672852,"01/08/2015 12:00:00 AM","02/27/2015 12:00:00 AM","HPD","FLOORING/STAIRS","STAIRS","11212","BROOKLYN",40.6578356173742,-73.9116076535116,2015-01-08 00:00:00,"08","01","2015"
"6647",29666977,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11217","BROOKLYN",40.6883885177313,-73.9738721989999,2015-01-08 00:00:00,"08","01","2015"
"6648",29673333,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10459","BRONX",40.8311847572251,-73.8882577724771,2015-01-08 00:00:00,"08","01","2015"
"6649",29666965,"01/08/2015 12:00:00 AM","01/15/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11693","QUEENS",40.5869403232819,-73.8147512417783,2015-01-08 00:00:00,"08","01","2015"
"6650",29673110,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10451","BRONX",40.8232238567376,-73.9197632037242,2015-01-08 00:00:00,"08","01","2015"
"6651",29666967,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10456","BRONX",40.8338440029967,-73.9097621050167,2015-01-08 00:00:00,"08","01","2015"
"6652",29673493,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10040","MANHATTAN",40.8605714599946,-73.9286475920913,2015-01-08 00:00:00,"08","01","2015"
"6653",29666968,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10034","MANHATTAN",40.8620665733514,-73.9191885149425,2015-01-08 00:00:00,"08","01","2015"
"6654",29673530,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","11367","QUEENS",40.7258346838332,-73.8164252364968,2015-01-08 00:00:00,"08","01","2015"
"6655",29666969,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10460","BRONX",40.8455734311032,-73.8809217774508,2015-01-08 00:00:00,"08","01","2015"
"6656",29673234,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10459","BRONX",40.8218680838034,-73.8928800680145,2015-01-08 00:00:00,"08","01","2015"
"6657",29666970,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11369","QUEENS",40.759027995302,-73.8601296891284,2015-01-08 00:00:00,"08","01","2015"
"6658",29672782,"01/08/2015 12:00:00 AM","02/05/2015 12:00:00 AM","HPD","UNSANITARY CONDITION","PESTS","11216","BROOKLYN",40.6764867786459,-73.9425334188309,2015-01-08 00:00:00,"08","01","2015"
"6659",29663600,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10013","MANHATTAN",40.7173075577866,-73.9974423615361,2015-01-08 00:00:00,"08","01","2015"
"6660",29673074,"01/08/2015 12:00:00 AM","01/16/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11368","QUEENS",40.7486094159891,-73.8605341269992,2015-01-08 00:00:00,"08","01","2015"
"6661",29658842,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10033","MANHATTAN",40.8448903319693,-73.9369809352486,2015-01-08 00:00:00,"08","01","2015"
"6662",29673350,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","11238","BROOKLYN",40.6716325241627,-73.9581577139993,2015-01-08 00:00:00,"08","01","2015"
"6663",29666975,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11226","BROOKLYN",40.6399538423766,-73.9550824233866,2015-01-08 00:00:00,"08","01","2015"
"6664",29673122,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10460","BRONX",40.8381666645839,-73.8646000003085,2015-01-08 00:00:00,"08","01","2015"
"6665",29666976,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11694","QUEENS",40.5786910850478,-73.8376155429871,2015-01-08 00:00:00,"08","01","2015"
"6666",29673139,"01/08/2015 12:00:00 AM","01/15/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10453","BRONX",40.8519985445522,-73.9225154223141,2015-01-08 00:00:00,"08","01","2015"
"6667",29666978,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11224","BROOKLYN",40.5743259606938,-73.9908460483318,2015-01-08 00:00:00,"08","01","2015"
"6668",29673471,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","11201","BROOKLYN",40.6882757151854,-73.9893988953852,2015-01-08 00:00:00,"08","01","2015"
"6669",29666991,"01/08/2015 12:00:00 AM","01/08/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10467","BRONX",40.8818638288018,-73.8835871004662,2015-01-08 00:00:00,"08","01","2015"
"6670",29672751,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","UNSANITARY CONDITION","PESTS","11236","BROOKLYN",40.6529230461032,-73.9123781909853,2015-01-08 00:00:00,"08","01","2015"
"6671",29666980,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10003","MANHATTAN",40.7361742224435,-73.9862519580089,2015-01-08 00:00:00,"08","01","2015"
"6672",29673144,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11207","BROOKLYN",40.6862140626469,-73.9083465322134,2015-01-08 00:00:00,"08","01","2015"
"6673",29666981,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10034","MANHATTAN",40.8686717135854,-73.9212088402717,2015-01-08 00:00:00,"08","01","2015"
"6674",29672800,"01/08/2015 12:00:00 AM","03/11/2015 12:00:00 AM","HPD","ELECTRIC","NO LIGHTING","11210","BROOKLYN",40.6209787092096,-73.9419220095126,2015-01-08 00:00:00,"08","01","2015"
"6675",29664773,"01/08/2015 12:00:00 AM","02/18/2015 12:00:00 AM","HPD","WATER LEAK","HEAVY FLOW","11212","BROOKLYN",40.6558119511839,-73.9142268860098,2015-01-08 00:00:00,"08","01","2015"
"6676",29673475,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","11213","BROOKLYN",40.6732161711646,-73.9297925454317,2015-01-08 00:00:00,"08","01","2015"
"6677",29666983,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11220","BROOKLYN",40.6379661501394,-74.0152050793973,2015-01-08 00:00:00,"08","01","2015"
"6678",29672993,"01/08/2015 12:00:00 AM","04/03/2015 12:00:00 AM","HPD","GENERAL","BELL/BUZZER/INTERCOM","10462","BRONX",40.8537728857549,-73.8691879373002,2015-01-08 00:00:00,"08","01","2015"
"6679",29666984,"01/08/2015 12:00:00 AM","01/16/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10451","BRONX",40.8184909332489,-73.9222690195762,2015-01-08 00:00:00,"08","01","2015"
"6680",29673285,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11210","BROOKLYN",40.6364635721399,-73.9449783049107,2015-01-08 00:00:00,"08","01","2015"
"6681",29666985,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11226","BROOKLYN",40.6450381057817,-73.9506323041794,2015-01-08 00:00:00,"08","01","2015"
"6682",29673104,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10310","STATEN ISLAND",40.6357016982456,-74.1214491910044,2015-01-08 00:00:00,"08","01","2015"
"6683",29666986,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10039","MANHATTAN",40.8275747378068,-73.9384426818931,2015-01-08 00:00:00,"08","01","2015"
"6684",29672935,"01/08/2015 12:00:00 AM","01/26/2015 12:00:00 AM","HPD","DOOR/WINDOW","WINDOW PANE","10468","BRONX",40.8637874511569,-73.9014676616924,2015-01-08 00:00:00,"08","01","2015"
"6685",29666989,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11210","BROOKLYN",40.6358199442537,-73.9479801213929,2015-01-08 00:00:00,"08","01","2015"
"6686",29673140,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11206","BROOKLYN",40.6957151488027,-73.9396030187455,2015-01-08 00:00:00,"08","01","2015"
"6687",29666990,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10468","BRONX",40.8651751548445,-73.9033962355046,2015-01-08 00:00:00,"08","01","2015"
"6688",29673321,"01/08/2015 12:00:00 AM","01/10/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10029","MANHATTAN",40.7962188246601,-73.9380599466796,2015-01-08 00:00:00,"08","01","2015"
"6689",29666992,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11213","BROOKLYN",40.6676659908237,-73.9340231014885,2015-01-08 00:00:00,"08","01","2015"
"6690",29673353,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10003","MANHATTAN",40.7264634969817,-73.988213042447,2015-01-08 00:00:00,"08","01","2015"
"6691",29666993,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11226","BROOKLYN",40.6387072245731,-73.953858194967,2015-01-08 00:00:00,"08","01","2015"
"6692",29673454,"01/08/2015 12:00:00 AM","01/17/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10044","MANHATTAN",40.7620634906374,-73.9496683810418,2015-01-08 00:00:00,"08","01","2015"
"6693",29666994,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11226","BROOKLYN",40.6534885171734,-73.9632146069062,2015-01-08 00:00:00,"08","01","2015"
"6694",29673147,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10460","BRONX",40.842342815436,-73.8682165158014,2015-01-08 00:00:00,"08","01","2015"
"6695",29666995,"01/08/2015 12:00:00 AM","01/14/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10452","BRONX",40.8356422502263,-73.9177172678807,2015-01-08 00:00:00,"08","01","2015"
"6696",29673571,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10467","BRONX",40.870111963599,-73.8643216276214,2015-01-08 00:00:00,"08","01","2015"
"6697",29666996,"01/08/2015 12:00:00 AM","01/15/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10019","MANHATTAN",40.763608556067,-73.9925600037658,2015-01-08 00:00:00,"08","01","2015"
"6698",29672799,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","ELECTRIC","NO LIGHTING","10457","BRONX",40.8517755657056,-73.9002239311708,2015-01-08 00:00:00,"08","01","2015"
"6699",29666997,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11226","BROOKLYN",40.6401284004051,-73.952329448384,2015-01-08 00:00:00,"08","01","2015"
"6700",29673236,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11225","BROOKLYN",40.66469613254,-73.9572356974085,2015-01-08 00:00:00,"08","01","2015"
"6701",29667001,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10460","BRONX",40.8367523228616,-73.8662544170259,2015-01-08 00:00:00,"08","01","2015"
"6702",29673538,"01/08/2015 12:00:00 AM","01/11/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10453","BRONX",40.853071972109,-73.904538002681,2015-01-08 00:00:00,"08","01","2015"
"6703",29667002,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11216","BROOKLYN",40.6829718027903,-73.9526629799951,2015-01-08 00:00:00,"08","01","2015"
"6704",29673100,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11226","BROOKLYN",40.6496323772221,-73.9640996467758,2015-01-08 00:00:00,"08","01","2015"
"6705",29667003,"01/08/2015 12:00:00 AM","01/08/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10467","BRONX",40.8818638288018,-73.8835871004662,2015-01-08 00:00:00,"08","01","2015"
"6706",29673162,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11230","BROOKLYN",40.6349320282981,-73.9581194756266,2015-01-08 00:00:00,"08","01","2015"
"6707",29667004,"01/08/2015 12:00:00 AM","01/12/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10024","MANHATTAN",40.7903832931496,-73.9730340637031,2015-01-08 00:00:00,"08","01","2015"
"6708",29673488,"01/08/2015 12:00:00 AM","01/13/2015 12:00:00 AM","HPD","HEAT/HOT WATER","ENTIRE BUILDING","10033","MANHATTAN",40.8512076784802,-73.9305191824458,2015-01-08 00:00:00,"08","01","2015"
"6709",29667005,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","10453","BRONX",40.8520835768766,-73.9224357998695,2015-01-08 00:00:00,"08","01","2015"
"6710",29673243,"01/08/2015 12:00:00 AM","01/09/2015 12:00:00 AM","HPD","HEAT/HOT WATER","APARTMENT ONLY","11226","BROOKLYN",40.65515512481,-73.9500481730406,2015-01-08 00:00:00,"08","01","2015"
