"","Unique.Key","Created.Date","Closed.Date","Agency","Complaint.Type","Descriptor","Incident.Zip","Borough","Latitude","Longitude","Created.Date2","Day","Month","Year"
"366",29674448,"01/08/2015 07:58:17 PM","01/09/2015 08:20:09 AM","DOB","Construction","Initial - Construction","11355","QUEENS",40.7569597769077,-73.8267674282356,2015-01-08 19:58:17,"08","01","2015"
"367",29682864,"01/08/2015 07:56:15 PM","01/10/2015 12:00:00 AM","DOB","Plumbing","Gas Hook-Up/Piping - Illegal Or Defective","11204","BROOKLYN",40.6172036956794,-73.97925980676,2015-01-08 19:56:15,"08","01","2015"
"368",29672536,"01/08/2015 07:56:00 PM","01/08/2015 08:17:00 PM","DEP","Water System","Leak (Use Comments) (WA2)","11218","BROOKLYN",40.6403175316101,-73.979065254809,2015-01-08 19:56:00,"08","01","2015"
"369",29670637,"01/08/2015 07:56:00 PM","01/08/2015 08:21:00 PM","DEP","Water System","Possible Water Main Break (Use Comments) (WA1)","11218","BROOKLYN",40.6403175316101,-73.979065254809,2015-01-08 19:56:00,"08","01","2015"
"370",29664555,"01/08/2015 07:55:00 PM","01/08/2015 08:24:00 PM","DEP","Sewer","Street Flooding (SJ)","11218","BROOKLYN",40.6403175316101,-73.979065254809,2015-01-08 19:55:00,"08","01","2015"
"371",29666352,"01/08/2015 07:55:00 PM","01/14/2015 12:00:00 PM","DSNY","Dirty Conditions","E15 Illegal Postering","11206","BROOKLYN",40.7018628206749,-73.9438243299659,2015-01-08 19:55:00,"08","01","2015"
"372",29669743,"01/08/2015 07:53:44 PM","01/08/2015 09:24:09 PM","NYPD","Blocked Driveway","No Access","11223","BROOKLYN",40.5977618219274,-73.9767127864228,2015-01-08 19:53:44,"08","01","2015"
"373",29672235,"01/08/2015 07:53:00 PM","01/08/2015 07:53:00 PM","DSNY","Derelict Vehicles","14 Derelict Vehicles","11416","QUEENS",40.6809118176351,-73.8599329897922,2015-01-08 19:53:00,"08","01","2015"
"374",29663007,"01/08/2015 07:53:00 PM","01/08/2015 07:53:00 PM","DSNY","Derelict Vehicles","14 Derelict Vehicles","11230","BROOKLYN",40.6146211880807,-73.968656793774,2015-01-08 19:53:00,"08","01","2015"
"375",29674136,"01/08/2015 07:53:00 PM","01/08/2015 08:22:00 PM","DEP","Water System","Possible Water Main Break (Use Comments) (WA1)","11218","BROOKLYN",40.6403175316101,-73.979065254809,2015-01-08 19:53:00,"08","01","2015"
"376",29674008,"01/08/2015 07:53:00 PM","01/14/2015 12:00:00 PM","DSNY","Dirty Conditions","E15 Illegal Postering","11222","BROOKLYN",40.7206006412623,-73.9547538955815,2015-01-08 19:53:00,"08","01","2015"
"377",29672088,"01/08/2015 07:53:00 PM","01/08/2015 08:30:00 PM","DOT","Traffic Signal Condition","Controller","","BROOKLYN",NA,NA,2015-01-08 19:53:00,"08","01","2015"
"378",29663398,"01/08/2015 07:52:27 PM","01/08/2015 09:55:29 PM","NYPD","Blocked Driveway","No Access","11215","BROOKLYN",40.6593383721425,-73.9764498058489,2015-01-08 19:52:27,"08","01","2015"
"379",29672360,"01/08/2015 07:52:00 PM","01/09/2015 05:50:00 AM","DEP","Sewer","Sewer Backup (Use Comments) (SA)","11216","BROOKLYN",40.6884741952128,-73.9505821161335,2015-01-08 19:52:00,"08","01","2015"
"380",29666443,"01/08/2015 07:51:24 PM","01/09/2015 07:35:32 AM","DOT","Street Condition","Rough, Pitted or Cracked Roads","10310","STATEN ISLAND",40.6380661143087,-74.1093614641679,2015-01-08 19:51:24,"08","01","2015"
"381",29668603,"01/08/2015 07:51:00 PM","01/09/2015 10:38:00 AM","DOT","Street Light Condition","Street Light Out","11208","BROOKLYN",40.6754032870216,-73.8719135775809,2015-01-08 19:51:00,"08","01","2015"
"382",29673889,"01/08/2015 07:50:06 PM","01/12/2015 12:00:00 AM","DOT","Street Condition","Pothole","10302","STATEN ISLAND",40.6360667869301,-74.1361248773408,2015-01-08 19:50:06,"08","01","2015"
"383",29664909,"01/08/2015 07:49:00 PM","01/10/2015 12:00:00 PM","DSNY","Snow","E9 Snow / Icy Sidewalk","11234","BROOKLYN",40.6261304162598,-73.922806468376,2015-01-08 19:49:00,"08","01","2015"
"384",29668068,"01/08/2015 07:49:00 PM","01/09/2015 12:00:00 PM","DSNY","Snow","E9 Snow / Icy Sidewalk","11692","QUEENS",40.5953524855748,-73.8012104685189,2015-01-08 19:49:00,"08","01","2015"
"385",29669251,"01/08/2015 07:49:00 PM","02/02/2015 02:00:00 PM","DEP","Water System","Leak (Use Comments) (WA2)","11218","BROOKLYN",40.6403175316101,-73.979065254809,2015-01-08 19:49:00,"08","01","2015"
"386",29667688,"01/08/2015 07:48:00 PM","01/10/2015 02:50:00 PM","DOT","Traffic Signal Condition","Veh Signal Lamp","","BROOKLYN",NA,NA,2015-01-08 19:48:00,"08","01","2015"
"387",29662884,"01/08/2015 07:46:58 PM","01/08/2015 09:21:00 PM","NYPD","Homeless Encampment","N/A","11207","BROOKLYN",40.6612511683195,-73.8904851859473,2015-01-08 19:46:58,"08","01","2015"
"388",29662872,"01/08/2015 07:44:00 PM","01/14/2015 12:00:00 AM","DEP","Noise","Noise: Alarms (NR3)","11374","QUEENS",40.729417900975,-73.8537478642293,2015-01-08 19:44:00,"08","01","2015"
"389",29664650,"01/08/2015 07:43:00 PM","01/09/2015 10:50:00 PM","DOT","Street Light Condition","Street Light Out","10312","STATEN ISLAND",40.543227661389,-74.1944715861088,2015-01-08 19:43:00,"08","01","2015"
"390",29677417,"01/08/2015 07:42:45 PM","01/12/2015 12:00:00 AM","DOB","General Construction/Plumbing","Egress - Doors Locked/Blocked/Improper/No Secondary Means","11101","QUEENS",40.7393397866099,-73.9289542416921,2015-01-08 19:42:45,"08","01","2015"
"391",29666248,"01/08/2015 07:41:43 PM","01/09/2015 07:07:58 AM","DPR","Damaged Tree","Entire Tree Has Fallen Down","11207","BROOKLYN",40.6805140647337,-73.8934532457959,2015-01-08 19:41:43,"08","01","2015"
"392",29672162,"01/08/2015 07:39:16 PM","01/08/2015 11:20:33 PM","NYPD","Illegal Parking","Overnight Commercial Storage","10306","STATEN ISLAND",40.5514680581529,-74.1348010255177,2015-01-08 19:39:16,"08","01","2015"
"393",29669262,"01/08/2015 07:39:00 PM","01/14/2015 12:00:00 PM","DSNY","Dirty Conditions","E15 Illegal Postering","11249","BROOKLYN",40.7205682512267,-73.9561680832395,2015-01-08 19:39:00,"08","01","2015"
"394",29664974,"01/08/2015 07:38:32 PM","01/08/2015 11:28:03 PM","NYPD","Blocked Driveway","No Access","10468","BRONX",40.8601634224569,-73.9139091096689,2015-01-08 19:38:32,"08","01","2015"
"395",29672269,"01/08/2015 07:37:19 PM","01/09/2015 09:00:00 AM","DOT","Street Condition","Pothole","11209","BROOKLYN",40.6278280262828,-74.0245766103437,2015-01-08 19:37:19,"08","01","2015"
"396",29669828,"01/08/2015 07:37:02 PM","","DOHMH","Non-Residential Heat","Inadequate or No Heat","10455","BRONX",40.8164907104101,-73.9192619215699,2015-01-08 19:37:02,"08","01","2015"
"397",29672389,"01/08/2015 07:37:00 PM","01/08/2015 09:49:00 PM","DOT","Traffic Signal Condition","Controller","11206","BROOKLYN",40.7116424582741,-73.9439098721324,2015-01-08 19:37:00,"08","01","2015"
"398",29668081,"01/08/2015 07:36:43 PM","01/08/2015 09:49:13 PM","NYPD","Blocked Driveway","Partial Access","11436","QUEENS",40.6734891354971,-73.7999645621623,2015-01-08 19:36:43,"08","01","2015"
"399",29670814,"01/08/2015 07:36:16 PM","01/09/2015 01:01:59 AM","NYPD","Animal Abuse","Tortured","10456","BRONX",40.834356596873,-73.9124572574072,2015-01-08 19:36:16,"08","01","2015"
"400",29670901,"01/08/2015 07:34:27 PM","01/09/2015 01:38:08 AM","NYPD","Illegal Parking","Posted Parking Sign Violation","10017","MANHATTAN",40.7523789733472,-73.9703424820868,2015-01-08 19:34:27,"08","01","2015"
"401",29663329,"01/08/2015 07:34:00 PM","01/09/2015 02:50:00 AM","DOT","Traffic Signal Condition","Ped Multiple Lamps","11105","QUEENS",40.77435630327,-73.9081891153393,2015-01-08 19:34:00,"08","01","2015"
"402",29669816,"01/08/2015 07:32:41 PM","01/22/2015 01:55:01 PM","TLC","Taxi Complaint","Driver Complaint","10075","MANHATTAN",40.7729968372471,-73.9521151935663,2015-01-08 19:32:41,"08","01","2015"
"403",29671184,"01/08/2015 07:32:00 PM","01/09/2015 12:00:00 PM","DSNY","Snow","E9 Snow / Icy Sidewalk","10472","BRONX",40.8309531383783,-73.8642460973422,2015-01-08 19:32:00,"08","01","2015"
"404",29674176,"01/08/2015 07:30:25 PM","05/28/2015 10:26:50 AM","DOT","Street Sign - Missing","No Parking, Standing, Stopping","11435","QUEENS",40.7055465331436,-73.8103712544613,2015-01-08 19:30:25,"08","01","2015"
"405",29663388,"01/08/2015 07:30:24 PM","","DOHMH","Non-Residential Heat","Inadequate or No Heat","11215","BROOKLYN",NA,NA,2015-01-08 19:30:24,"08","01","2015"
"406",29668201,"01/08/2015 07:29:50 PM","01/09/2015 01:45:29 AM","NYPD","Blocked Driveway","No Access","11237","BROOKLYN",40.6990602112258,-73.9126781939257,2015-01-08 19:29:50,"08","01","2015"
"407",29666093,"01/08/2015 07:28:43 PM","01/08/2015 11:20:36 PM","NYPD","Noise - Commercial","Loud Music/Party","10025","MANHATTAN",40.8018907702253,-73.9684241369187,2015-01-08 19:28:43,"08","01","2015"
"408",29669285,"01/08/2015 07:28:22 PM","01/09/2015 12:17:46 AM","NYPD","Illegal Parking","Commercial Overnight Parking","11102","QUEENS",40.7736463126852,-73.9288670953665,2015-01-08 19:28:22,"08","01","2015"
"409",29671739,"01/08/2015 07:28:13 PM","","DOHMH","Animal Facility - No Permit","N/A","10456","BRONX",40.834356596873,-73.9124572574072,2015-01-08 19:28:13,"08","01","2015"
"410",29669820,"01/08/2015 07:28:00 PM","01/08/2015 11:45:39 PM","NYPD","Blocked Driveway","Partial Access","11230","BROOKLYN",40.624666263307,-73.9574306575401,2015-01-08 19:28:00,"08","01","2015"
"411",29670233,"01/08/2015 07:28:00 PM","01/09/2015 09:49:00 AM","DOT","Street Light Condition","Street Light Out","11357","QUEENS",40.7841290168615,-73.8138126337784,2015-01-08 19:28:00,"08","01","2015"
"412",29666151,"01/08/2015 07:28:00 PM","02/02/2015 08:00:00 AM","DEP","Water System","Leak (Use Comments) (WA2)","11217","BROOKLYN",40.6817552081901,-73.9776893803976,2015-01-08 19:28:00,"08","01","2015"
"413",29671520,"01/08/2015 07:28:00 PM","01/15/2015 05:41:00 PM","DEP","Water System","LOW WATER PRESSURE - WLWP","10306","STATEN ISLAND",40.5820818869172,-74.1315939355994,2015-01-08 19:28:00,"08","01","2015"
"414",29673865,"01/08/2015 07:26:00 PM","01/08/2015 07:26:00 PM","DSNY","Derelict Vehicles","14 Derelict Vehicles","11385","QUEENS",40.6948180262521,-73.8975233951522,2015-01-08 19:26:00,"08","01","2015"
"415",29664530,"01/08/2015 07:26:00 PM","01/08/2015 09:20:00 PM","DEP","Sewer","Sewer Backup (Use Comments) (SA)","11433","QUEENS",40.6985420800455,-73.7899393820586,2015-01-08 19:26:00,"08","01","2015"
"416",29663312,"01/08/2015 07:24:00 PM","01/09/2015 12:00:00 PM","DSNY","Missed Collection (All Materials)","2R Bulk-Missed Recy Collection","11231","BROOKLYN",40.683272481462,-73.9990373188579,2015-01-08 19:24:00,"08","01","2015"
"417",29671830,"01/08/2015 07:24:00 PM","01/20/2015 02:30:00 PM","DOT","Street Light Condition","Street Light Out","10027","MANHATTAN",40.818022252607,-73.9618194220762,2015-01-08 19:24:00,"08","01","2015"
"418",29666132,"01/08/2015 07:23:00 PM","01/16/2015 10:55:00 AM","DEP","Water System","Hydrant Running (WC3)","11222","BROOKLYN",40.7238099574618,-73.9384880194992,2015-01-08 19:23:00,"08","01","2015"
"419",29668043,"01/08/2015 07:22:37 PM","01/14/2015 05:05:42 PM","DOT","DOT Literature Request","2015 Alternate Side Parking Calendar - English","","Unspecified",NA,NA,2015-01-08 19:22:37,"08","01","2015"
"420",29671142,"01/08/2015 07:20:00 PM","01/09/2015 08:40:00 AM","DEP","Water System","NO WATER - WNW","11220","BROOKLYN",40.6422221574102,-74.0222937978957,2015-01-08 19:20:00,"08","01","2015"
"421",29670633,"01/08/2015 07:20:00 PM","01/18/2015 01:00:00 PM","DEP","Water System","Leak (Use Comments) (WA2)","11421","QUEENS",40.6901000284031,-73.8611288839191,2015-01-08 19:20:00,"08","01","2015"
"422",29673120,"01/08/2015 07:19:01 PM","01/09/2015 08:24:17 AM","DOB","Construction","Initial - Construction","11357","QUEENS",40.7789268112647,-73.8255006839459,2015-01-08 19:19:01,"08","01","2015"
"423",29666115,"01/08/2015 07:18:00 PM","01/14/2015 04:35:00 PM","DEP","Water System","Dirty Water (WE)","10301","STATEN ISLAND",40.6384783862212,-74.0823566865104,2015-01-08 19:18:00,"08","01","2015"
"424",29662855,"01/08/2015 07:17:35 PM","01/09/2015 01:45:28 AM","NYPD","Illegal Parking","Blocked Hydrant","11237","BROOKLYN",40.7017154507028,-73.9217704260681,2015-01-08 19:17:35,"08","01","2015"
"425",29669863,"01/08/2015 07:17:00 PM","01/08/2015 07:17:09 PM","HRA","Benefit Card Replacement","Cash Assistance","","Unspecified",NA,NA,2015-01-08 19:17:00,"08","01","2015"
"426",29669427,"01/08/2015 07:17:00 PM","01/09/2015 09:48:00 AM","DOT","Street Light Condition","Street Light Out","","QUEENS",NA,NA,2015-01-08 19:17:00,"08","01","2015"
"427",29673462,"01/08/2015 07:17:00 PM","01/09/2015 11:35:00 PM","DOT","Street Light Condition","Street Light Out","10309","STATEN ISLAND",40.5428693406572,-74.2153064559255,2015-01-08 19:17:00,"08","01","2015"
"428",29672962,"01/08/2015 07:16:55 PM","01/08/2015 11:33:17 PM","DOT","Street Condition","Plate Condition - Open","11219","BROOKLYN",40.6356530977758,-73.9931795693096,2015-01-08 19:16:55,"08","01","2015"
"429",29674197,"01/08/2015 07:16:45 PM","01/09/2015 03:46:32 PM","DOF","SCRIE","Rent Discrepancy","10473","BRONX",NA,NA,2015-01-08 19:16:45,"08","01","2015"
"430",29672452,"01/08/2015 07:16:16 PM","01/09/2015 07:17:59 PM","DOT","DOT Literature Request","Oversize Truck Permit Application","","Unspecified",NA,NA,2015-01-08 19:16:16,"08","01","2015"
"431",29672020,"01/08/2015 07:15:19 PM","","DOHMH","Smoking","Smoking Violation","10453","BRONX",40.8473110428193,-73.908175168756,2015-01-08 19:15:19,"08","01","2015"
"432",29672827,"01/08/2015 07:15:00 PM","01/15/2015 08:00:00 PM","DEP","Noise","Noise: air condition/ventilation equipment (NV1)","11223","BROOKLYN",40.5903662671587,-73.9719410610629,2015-01-08 19:15:00,"08","01","2015"
"433",29670965,"01/08/2015 07:14:56 PM","","3-1-1","Agency Issues","Call Center Compliment","","Unspecified",NA,NA,2015-01-08 19:14:56,"08","01","2015"
"434",29663486,"01/08/2015 07:14:32 PM","01/09/2015 08:33:41 AM","DOB","Construction","Initial - Construction","11357","QUEENS",40.7922551551521,-73.8114894089565,2015-01-08 19:14:32,"08","01","2015"
"435",29674734,"01/08/2015 07:14:00 PM","01/09/2015 10:43:00 AM","DOT","Street Light Condition","Street Light Out","","BROOKLYN",NA,NA,2015-01-08 19:14:00,"08","01","2015"
"436",29662921,"01/08/2015 07:14:00 PM","01/29/2015 04:30:00 AM","DEP","Sewer","Manhole Cover Missing (Emergency) (SA3)","11215","BROOKLYN",40.6658622605351,-73.994809367,2015-01-08 19:14:00,"08","01","2015"
"437",29671374,"01/08/2015 07:13:24 PM","01/08/2015 09:26:15 PM","NYPD","Blocked Driveway","No Access","11419","QUEENS",40.6828326442775,-73.8272448318005,2015-01-08 19:13:24,"08","01","2015"
"438",29674879,"01/08/2015 07:13:00 PM","01/09/2015 12:00:00 AM","DOB","General Construction/Plumbing","Working Contrary To Stop Work Order","11233","BROOKLYN",40.6811812055809,-73.9096838552889,2015-01-08 19:13:00,"08","01","2015"
"439",29662819,"01/08/2015 07:12:56 PM","01/09/2015 05:29:03 AM","NYPD","Blocked Driveway","No Access","11385","QUEENS",40.7089438589384,-73.8958677359552,2015-01-08 19:12:56,"08","01","2015"
"440",29667732,"01/08/2015 07:12:09 PM","01/09/2015 04:53:50 AM","NYPD","Derelict Vehicle","With License Plate","11378","QUEENS",40.7229739178532,-73.9039992105233,2015-01-08 19:12:09,"08","01","2015"
"441",29665077,"01/08/2015 07:12:04 PM","01/09/2015 08:36:50 AM","DOB","Construction","Initial - Construction","11358","QUEENS",40.759767432733,-73.8059646671842,2015-01-08 19:12:04,"08","01","2015"
"442",29665256,"01/08/2015 07:12:00 PM","01/09/2015 12:00:00 PM","DSNY","Snow","15I Street Condition Ice-Non Storm","11355","QUEENS",40.7512367611304,-73.8143015815584,2015-01-08 19:12:00,"08","01","2015"
"443",29674376,"01/08/2015 07:12:00 PM","01/09/2015 12:30:00 PM","DEP","Water System","NO WATER - WNW","11413","QUEENS",40.6758578338007,-73.7494744235049,2015-01-08 19:12:00,"08","01","2015"
"444",29670595,"01/08/2015 07:12:00 PM","01/08/2015 08:40:00 PM","DEP","Water Conservation","Water Meter Broken/Leaking - Other (CMO)","10460","BRONX",40.8357145328416,-73.8921892189811,2015-01-08 19:12:00,"08","01","2015"
"445",29671163,"01/08/2015 07:10:59 PM","01/08/2015 07:12:01 PM","HRA","Benefit Card Replacement","Medicaid","","Unspecified",NA,NA,2015-01-08 19:10:59,"08","01","2015"
"446",29671351,"01/08/2015 07:10:35 PM","01/09/2015 08:16:01 AM","DOB","Construction","Initial - Construction","11358","QUEENS",40.759767432733,-73.8059646671842,2015-01-08 19:10:35,"08","01","2015"
"447",29672846,"01/08/2015 07:10:00 PM","01/12/2015 09:50:00 PM","DEP","Water System","NO WATER - WNW","11416","QUEENS",40.6876568644598,-73.839766062488,2015-01-08 19:10:00,"08","01","2015"
"448",29667763,"01/08/2015 07:10:00 PM","01/08/2015 07:10:00 PM","DEP","Sewer","Catch Basin Sunken/Damaged/Raised (SC1)","10458","BRONX",40.8709701029648,-73.880861834639,2015-01-08 19:10:00,"08","01","2015"
"449",29663071,"01/08/2015 07:08:00 PM","01/20/2015 09:50:00 PM","DOT","Street Light Condition","Street Light Out","10469","BRONX",40.8597851450433,-73.8521308153323,2015-01-08 19:08:00,"08","01","2015"
"450",29670713,"01/08/2015 07:07:59 PM","01/08/2015 10:42:35 PM","NYPD","Illegal Parking","Commercial Overnight Parking","10305","STATEN ISLAND",40.6118449762474,-74.0753725655988,2015-01-08 19:07:59,"08","01","2015"
"451",29663553,"01/08/2015 07:07:31 PM","01/13/2015 01:41:09 PM","DOT","Street Condition","Defective Hardware","10040","MANHATTAN",40.8567770149968,-73.9358345767951,2015-01-08 19:07:31,"08","01","2015"
"452",29663057,"01/08/2015 07:07:05 PM","01/12/2015 11:52:56 AM","DOHMH","Food Poisoning","1 or 2","10309","STATEN ISLAND",40.5425994888891,-74.208332724633,2015-01-08 19:07:05,"08","01","2015"
"453",29667657,"01/08/2015 07:07:00 PM","01/08/2015 07:10:00 PM","DEP","Water System","Possible Water Main Break (Use Comments) (WA1)","11355","QUEENS",40.7512367611304,-73.8143015815584,2015-01-08 19:07:00,"08","01","2015"
"454",29673920,"01/08/2015 07:04:25 PM","01/08/2015 10:44:44 PM","NYPD","Illegal Parking","Posted Parking Sign Violation","11230","BROOKLYN",40.627232170846,-73.9743428530654,2015-01-08 19:04:25,"08","01","2015"
"455",29674974,"01/08/2015 07:04:00 PM","03/27/2015 02:24:00 PM","DOT","Street Light Condition","Street Light Out","11226","BROOKLYN",40.637767593763,-73.9586725717185,2015-01-08 19:04:00,"08","01","2015"
"456",29672618,"01/08/2015 07:04:00 PM","01/28/2015 12:00:00 AM","DEP","Water System","Leak (Use Comments) (WA2)","10003","MANHATTAN",40.731321755016,-73.988612687434,2015-01-08 19:04:00,"08","01","2015"
"457",29674204,"01/08/2015 07:02:21 PM","01/09/2015 12:00:00 AM","DOB","General Construction/Plumbing","Site Conditions Endangering Workers","11237","BROOKLYN",40.7061394308189,-73.9209176397573,2015-01-08 19:02:21,"08","01","2015"
"458",29672240,"01/08/2015 07:02:00 PM","01/08/2015 07:02:00 PM","DSNY","Derelict Vehicles","14 Derelict Vehicles","11204","BROOKLYN",40.6264838710322,-73.9794586617793,2015-01-08 19:02:00,"08","01","2015"
"459",29668688,"01/08/2015 07:02:00 PM","03/27/2015 10:50:00 AM","DOT","Street Light Condition","Street Light Out","11357","QUEENS",40.7782340280591,-73.8194365291947,2015-01-08 19:02:00,"08","01","2015"
"460",29667748,"01/08/2015 07:01:05 PM","01/14/2015 11:47:40 AM","DOHMH","Indoor Air Quality","Chemical Vapors/Gases/Odors","10463","BRONX",40.8791983405675,-73.9183070427473,2015-01-08 19:01:05,"08","01","2015"
"461",29665042,"01/08/2015 07:00:01 PM","05/12/2015 12:00:00 AM","DOB","Elevator","Elevator - Defective/Not Working","11225","BROOKLYN",40.6628972162775,-73.9479409830251,2015-01-08 19:00:01,"08","01","2015"
"462",29667479,"01/08/2015 06:59:51 PM","01/08/2015 10:48:52 PM","NYPD","Animal Abuse","No Shelter","10314","STATEN ISLAND",40.592337633676,-74.1548850966464,2015-01-08 18:59:51,"08","01","2015"
"463",29672108,"01/08/2015 06:58:54 PM","01/09/2015 01:45:27 AM","NYPD","Animal Abuse","No Shelter","11221","BROOKLYN",40.6905249802557,-73.9140091463454,2015-01-08 18:58:54,"08","01","2015"
"464",29674432,"01/08/2015 06:58:46 PM","03/04/2015 06:13:04 PM","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","10461","BRONX",40.8504359642168,-73.8537239561526,2015-01-08 18:58:46,"08","01","2015"
"465",29669760,"01/08/2015 06:57:37 PM","01/08/2015 10:53:04 PM","NYPD","Blocked Driveway","Partial Access","11228","BROOKLYN",40.6147977593708,-74.0119761473761,2015-01-08 18:57:37,"08","01","2015"
"466",29669829,"01/08/2015 06:57:09 PM","","DOHMH","Non-Residential Heat","Inadequate or No Heat","10027","MANHATTAN",40.8175058296682,-73.9532392701452,2015-01-08 18:57:09,"08","01","2015"
"467",29673859,"01/08/2015 06:57:00 PM","01/21/2015 09:00:00 AM","DEP","Water System","Possible Water Main Break (Use Comments) (WA1)","11237","BROOKLYN",40.7028493983457,-73.9183356049144,2015-01-08 18:57:00,"08","01","2015"
"468",29673830,"01/08/2015 06:56:00 PM","01/12/2015 12:45:00 PM","DEP","Water System","Hydrant Running (WC3)","11427","QUEENS",40.7313580388103,-73.7588634792478,2015-01-08 18:56:00,"08","01","2015"
"469",29669736,"01/08/2015 06:55:59 PM","05/21/2015 12:00:00 AM","DOB","Building/Use","Illegal Conversion Of Residential Building/Space","11412","QUEENS",40.7006471939475,-73.7657006847356,2015-01-08 18:55:59,"08","01","2015"
"470",29670596,"01/08/2015 06:55:00 PM","01/08/2015 07:10:00 PM","DEP","Water Conservation","Water Meter Broken/Leaking - Private Residence (CMR)","11693","QUEENS",40.6004992803714,-73.8232229864749,2015-01-08 18:55:00,"08","01","2015"
"471",29666542,"01/08/2015 06:54:25 PM","01/08/2015 08:39:41 PM","NYPD","Blocked Driveway","No Access","11373","QUEENS",40.7361823897036,-73.8785733427795,2015-01-08 18:54:25,"08","01","2015"
"472",29674075,"01/08/2015 06:54:00 PM","01/08/2015 08:30:00 PM","DEP","Sewer","Sewer Backup (Use Comments) (SA)","10466","BRONX",40.885001583631,-73.8345962143541,2015-01-08 18:54:00,"08","01","2015"
"473",29666937,"01/08/2015 06:53:50 PM","","CHALL","Opinion for the Mayor","PUBLICSAFETY","","Unspecified",NA,NA,2015-01-08 18:53:50,"08","01","2015"
"474",29666240,"01/08/2015 06:53:00 PM","01/08/2015 08:05:00 PM","DEP","Water System","Other Water Problem (Use Comments) (WZZ)","11237","BROOKLYN",40.7028493983457,-73.9183356049144,2015-01-08 18:53:00,"08","01","2015"
"475",29667086,"01/08/2015 06:52:00 PM","01/09/2015 09:28:00 AM","DOT","Street Light Condition","Street Light Out","11417","QUEENS",40.6777502849108,-73.8515357835137,2015-01-08 18:52:00,"08","01","2015"
"476",29666530,"01/08/2015 06:50:40 PM","01/08/2015 07:08:20 PM","NYPD","Blocked Driveway","No Access","11103","QUEENS",40.7636368396577,-73.9174199654856,2015-01-08 18:50:40,"08","01","2015"
"477",29667414,"01/08/2015 06:50:17 PM","04/17/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11205","BROOKLYN",40.6934669156924,-73.9656158486516,2015-01-08 18:50:17,"08","01","2015"
"478",29671086,"01/08/2015 06:50:17 PM","","DSNY","Graffiti","Graffiti","","BROOKLYN",NA,NA,2015-01-08 18:50:17,"08","01","2015"
"479",29674862,"01/08/2015 06:50:17 PM","05/04/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11206","BROOKLYN",40.7021447101293,-73.9479139413653,2015-01-08 18:50:17,"08","01","2015"
"480",29673288,"01/08/2015 06:50:17 PM","05/04/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11206","BROOKLYN",40.7023449372025,-73.9476036190889,2015-01-08 18:50:17,"08","01","2015"
"481",29665390,"01/08/2015 06:50:16 PM","05/11/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11211","BROOKLYN",40.7087043536755,-73.9609045609199,2015-01-08 18:50:16,"08","01","2015"
"482",29667654,"01/08/2015 06:50:16 PM","05/11/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11211","BROOKLYN",40.7091434371035,-73.9606734587839,2015-01-08 18:50:16,"08","01","2015"
"483",29671685,"01/08/2015 06:50:15 PM","05/08/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11211","BROOKLYN",40.7092479955792,-73.9614344641206,2015-01-08 18:50:15,"08","01","2015"
"484",29662776,"01/08/2015 06:50:15 PM","05/08/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11211","BROOKLYN",40.7098548192473,-73.9621302612457,2015-01-08 18:50:15,"08","01","2015"
"485",29671221,"01/08/2015 06:50:15 PM","","DSNY","Graffiti","Graffiti","","BROOKLYN",NA,NA,2015-01-08 18:50:15,"08","01","2015"
"486",29667073,"01/08/2015 06:50:15 PM","04/21/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11222","BROOKLYN",40.7264452080534,-73.9573115247653,2015-01-08 18:50:15,"08","01","2015"
"487",29664775,"01/08/2015 06:50:15 PM","","DSNY","Graffiti","Graffiti","","BROOKLYN",NA,NA,2015-01-08 18:50:15,"08","01","2015"
"488",29664883,"01/08/2015 06:50:14 PM","","DSNY","Graffiti","Graffiti","","BROOKLYN",NA,NA,2015-01-08 18:50:14,"08","01","2015"
"489",29673417,"01/08/2015 06:50:14 PM","04/27/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11222","BROOKLYN",40.728419307692,-73.9590168396549,2015-01-08 18:50:14,"08","01","2015"
"490",29670107,"01/08/2015 06:50:14 PM","07/20/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11222","BROOKLYN",40.7286608692849,-73.9590816351567,2015-01-08 18:50:14,"08","01","2015"
"491",29662762,"01/08/2015 06:50:14 PM","04/21/2015 12:00:00 AM","DSNY","Graffiti","Graffiti","11222","BROOKLYN",40.7268020049605,-73.957253569763,2015-01-08 18:50:14,"08","01","2015"
"492",29672736,"01/08/2015 06:50:14 PM","","DSNY","Graffiti","Graffiti","","BROOKLYN",NA,NA,2015-01-08 18:50:14,"08","01","2015"
"493",29664884,"01/08/2015 06:50:11 PM","","DSNY","Graffiti","Graffiti","","BROOKLYN",NA,NA,2015-01-08 18:50:11,"08","01","2015"
