"","X","Day","Month","Year","count","mdy","wd"
"1674",1674,23,3,2011,5288,2011-03-23,4
"1675",1675,23,3,2012,2348,2012-03-23,6
"1676",1676,23,3,2013,2417,2013-03-23,7
"1677",1677,23,3,2014,6447,2014-03-23,1
"1678",1678,23,3,2015,6422,2015-03-23,2
"1679",1679,23,3,2016,5822,2016-03-23,4
"1680",1680,23,4,2010,2704,2010-04-23,6
"1681",1681,23,4,2011,1715,2011-04-23,7
"1682",1682,23,4,2012,5229,2012-04-23,2
"1683",1683,23,4,2013,4457,2013-04-23,3
"1684",1684,23,4,2014,5136,2014-04-23,4
"1685",1685,23,4,2015,6051,2015-04-23,5
"1686",1686,23,5,2010,5027,2010-05-23,1
"1687",1687,23,5,2011,5268,2011-05-23,2
"1688",1688,23,5,2012,4644,2012-05-23,4
"1689",1689,23,5,2013,3792,2013-05-23,5
"1690",1690,23,5,2014,2898,2014-05-23,6
"1691",1691,23,5,2015,2927,2015-05-23,7
"1692",1692,23,6,2010,5612,2010-06-23,4
"1693",1693,23,6,2011,4248,2011-06-23,5
"1694",1694,23,6,2012,2615,2012-06-23,7
"1695",1695,23,6,2013,5356,2013-06-23,1
"1696",1696,23,6,2014,6470,2014-06-23,2
"1697",1697,23,6,2015,7232,2015-06-23,3
"1698",1698,23,7,2010,3244,2010-07-23,6
"1699",1699,23,7,2011,3029,2011-07-23,7
"1700",1700,23,7,2012,5125,2012-07-23,2
"1701",1701,23,7,2013,5137,2013-07-23,3
"1702",1702,23,7,2014,5518,2014-07-23,4
"1703",1703,23,7,2015,5364,2015-07-23,5
"1704",1704,23,8,2010,5067,2010-08-23,2
"1705",1705,23,8,2011,5359,2011-08-23,3
"1706",1706,23,8,2012,4372,2012-08-23,5
"1707",1707,23,8,2013,2471,2013-08-23,6
"1708",1708,23,8,2014,2819,2014-08-23,7
"1709",1709,23,8,2015,5945,2015-08-23,1
"1710",1710,23,9,2010,5073,2010-09-23,5
"1711",1711,23,9,2011,2122,2011-09-23,6
"1712",1712,23,9,2012,4756,2012-09-23,1
"1713",1713,23,9,2013,4958,2013-09-23,2
"1714",1714,23,9,2014,5169,2014-09-23,3
"1715",1715,23,9,2015,5559,2015-09-23,4
"1716",1716,23,10,2010,2449,2010-10-23,7
"1717",1717,23,10,2011,6140,2011-10-23,1
"1718",1718,23,10,2012,4838,2012-10-23,3
"1719",1719,23,10,2013,6559,2013-10-23,4
"1720",1720,23,10,2014,5695,2014-10-23,5
"1721",1721,23,10,2015,4863,2015-10-23,6
"1722",1722,23,11,2010,5134,2010-11-23,3
"1723",1723,23,11,2011,2293,2011-11-23,4
"1724",1724,23,11,2012,3570,2012-11-23,6
"1725",1725,23,11,2013,5485,2013-11-23,7
"1726",1726,23,11,2014,5560,2014-11-23,1
"1727",1727,23,11,2015,7229,2015-11-23,2
"1728",1728,23,12,2010,2592,2010-12-23,5
"1729",1729,23,12,2011,2519,2011-12-23,6
"1730",1730,23,12,2012,3193,2012-12-23,1
"1731",1731,23,12,2013,3871,2013-12-23,2
"1732",1732,23,12,2014,3463,2014-12-23,3
"1733",1733,23,12,2015,3706,2015-12-23,4
"1734",1734,24,1,2010,7175,2010-01-24,1
"1735",1735,24,1,2011,7358,2011-01-24,2
"1736",1736,24,1,2012,4949,2012-01-24,3
"1737",1737,24,1,2013,7583,2013-01-24,5
"1738",1738,24,1,2014,5669,2014-01-24,6
"1739",1739,24,1,2015,3302,2015-01-24,7
"1740",1740,24,1,2016,7750,2016-01-24,1
"1741",1741,24,2,2010,5661,2010-02-24,4
"1742",1742,24,2,2011,5442,2011-02-24,5
"1743",1743,24,2,2012,2922,2012-02-24,6
"1744",1744,24,2,2013,5525,2013-02-24,1
"1745",1745,24,2,2014,6850,2014-02-24,2
"1746",1746,24,2,2015,7377,2015-02-24,3
"1747",1747,24,2,2016,7304,2016-02-24,4
"1748",1748,24,3,2010,5550,2010-03-24,4
"1749",1749,24,3,2011,4890,2011-03-24,5
"1750",1750,24,3,2012,2414,2012-03-24,7
"1751",1751,24,3,2013,4726,2013-03-24,1
"1752",1752,24,3,2014,5435,2014-03-24,2
"1753",1753,24,3,2015,6034,2015-03-24,3
"1754",1754,24,3,2016,5002,2016-03-24,5
"1755",1755,24,4,2010,2264,2010-04-24,7
"1756",1756,24,4,2011,5265,2011-04-24,1
"1757",1757,24,4,2012,4841,2012-04-24,3
"1758",1758,24,4,2013,4725,2013-04-24,4
"1759",1759,24,4,2014,4741,2014-04-24,5
"1760",1760,24,4,2015,3914,2015-04-24,6
"1761",1761,24,5,2010,5021,2010-05-24,2
"1762",1762,24,5,2011,4872,2011-05-24,3
"1763",1763,24,5,2012,4314,2012-05-24,5
"1764",1764,24,5,2013,2703,2013-05-24,6
"1765",1765,24,5,2014,2881,2014-05-24,7
"1766",1766,24,5,2015,3338,2015-05-24,1
"1767",1767,24,6,2010,5153,2010-06-24,5
"1768",1768,24,6,2011,2749,2011-06-24,6
"1769",1769,24,6,2012,5320,2012-06-24,1
"1770",1770,24,6,2013,5449,2013-06-24,2
"1771",1771,24,6,2014,5691,2014-06-24,3
"1772",1772,24,6,2015,6676,2015-06-24,4
"1773",1773,24,7,2010,2899,2010-07-24,7
"1774",1774,24,7,2011,5270,2011-07-24,1
"1775",1775,24,7,2012,4794,2012-07-24,3
"1776",1776,24,7,2013,4768,2013-07-24,4
"1777",1777,24,7,2014,4998,2014-07-24,5
"1778",1778,24,7,2015,3808,2015-07-24,6
"1779",1779,24,8,2010,5138,2010-08-24,3
"1780",1780,24,8,2011,5346,2011-08-24,4
"1781",1781,24,8,2012,2683,2012-08-24,6
"1782",1782,24,8,2013,2088,2013-08-24,7
"1783",1783,24,8,2014,5195,2014-08-24,1
"1784",1784,24,8,2015,6138,2015-08-24,2
"1785",1785,24,9,2010,2949,2010-09-24,6
"1786",1786,24,9,2011,2594,2011-09-24,7
"1787",1787,24,9,2012,4939,2012-09-24,2
"1788",1788,24,9,2013,4676,2013-09-24,3
"1789",1789,24,9,2014,4037,2014-09-24,4
"1790",1790,24,9,2015,5148,2015-09-24,5
"1791",1791,24,10,2010,5354,2010-10-24,1
"1792",1792,24,10,2011,6322,2011-10-24,2
"1793",1793,24,10,2012,4502,2012-10-24,4
"1794",1794,24,10,2013,6094,2013-10-24,5
"1795",1795,24,10,2014,3637,2014-10-24,6
"1796",1796,24,10,2015,3573,2015-10-24,7
"1797",1797,24,11,2010,2143,2010-11-24,4
"1798",1798,24,11,2011,3523,2011-11-24,5
"1799",1799,24,11,2012,3513,2012-11-24,7
"1800",1800,24,11,2013,9085,2013-11-24,1
"1801",1801,24,11,2014,4887,2014-11-24,2
"1802",1802,24,11,2015,5473,2015-11-24,3
"1803",1803,24,12,2010,1909,2010-12-24,6
"1804",1804,24,12,2011,1691,2011-12-24,7
"1805",1805,24,12,2012,1809,2012-12-24,2
"1806",1806,24,12,2013,2384,2013-12-24,3
"1807",1807,24,12,2014,1882,2014-12-24,4
"1808",1808,24,12,2015,1852,2015-12-24,5
"1809",1809,25,1,2010,5882,2010-01-25,2
"1810",1810,25,1,2011,5387,2011-01-25,3
"1811",1811,25,1,2012,4932,2012-01-25,4
"1812",1812,25,1,2013,4913,2013-01-25,6
"1813",1813,25,1,2014,4761,2014-01-25,7
"1814",1814,25,1,2015,5631,2015-01-25,1
"1815",1815,25,1,2016,7886,2016-01-25,2
"1816",1816,25,2,2010,3977,2010-02-25,5
"1817",1817,25,2,2011,3066,2011-02-25,6
"1818",1818,25,2,2012,2698,2012-02-25,7
"1819",1819,25,2,2013,5246,2013-02-25,2
"1820",1820,25,2,2014,6706,2014-02-25,3
"1821",1821,25,2,2015,7133,2015-02-25,4
"1822",1822,25,2,2016,6728,2016-02-25,5
"1823",1823,25,3,2010,5609,2010-03-25,5
"1824",1824,25,3,2011,3283,2011-03-25,6
"1825",1825,25,3,2012,5473,2012-03-25,1
"1826",1826,25,3,2013,4846,2013-03-25,2
"1827",1827,25,3,2014,5480,2014-03-25,3
"1828",1828,25,3,2015,6047,2015-03-25,4
"1829",1829,25,3,2016,4146,2016-03-25,6
"1830",1830,25,4,2010,5686,2010-04-25,1
"1831",1831,25,4,2011,4889,2011-04-25,2
"1832",1832,25,4,2012,4646,2012-04-25,4
"1833",1833,25,4,2013,4202,2013-04-25,5
"1834",1834,25,4,2014,3135,2014-04-25,6
"1835",1835,25,4,2015,3471,2015-04-25,7
"1836",1836,25,5,2010,5217,2010-05-25,3
"1837",1837,25,5,2011,4943,2011-05-25,4
"1838",1838,25,5,2012,2321,2012-05-25,6
"1839",1839,25,5,2013,2156,2013-05-25,7
"1840",1840,25,5,2014,3209,2014-05-25,1
"1841",1841,25,5,2015,6534,2015-05-25,2
"1842",1842,25,6,2010,2839,2010-06-25,6
"1843",1843,25,6,2011,1976,2011-06-25,7
"1844",1844,25,6,2012,5021,2012-06-25,2
"1845",1845,25,6,2013,5192,2013-06-25,3
"1846",1846,25,6,2014,5966,2014-06-25,4
"1847",1847,25,6,2015,5812,2015-06-25,5
"1848",1848,25,7,2010,5799,2010-07-25,1
"1849",1849,25,7,2011,5236,2011-07-25,2
"1850",1850,25,7,2012,5105,2012-07-25,4
"1851",1851,25,7,2013,4789,2013-07-25,5
"1852",1852,25,7,2014,3305,2014-07-25,6
"1853",1853,25,7,2015,3360,2015-07-25,7
"1854",1854,25,8,2010,4772,2010-08-25,4
"1855",1855,25,8,2011,2910,2011-08-25,5
"1856",1856,25,8,2012,2181,2012-08-25,7
"1857",1857,25,8,2013,4518,2013-08-25,1
"1858",1858,25,8,2014,5384,2014-08-25,2
"1859",1859,25,8,2015,5757,2015-08-25,3
"1860",1860,25,9,2010,2618,2010-09-25,7
"1861",1861,25,9,2011,5934,2011-09-25,1
"1862",1862,25,9,2012,4306,2012-09-25,3
"1863",1863,25,9,2013,4608,2013-09-25,4
"1864",1864,25,9,2014,4592,2014-09-25,5
"1865",1865,25,9,2015,3785,2015-09-25,6
"1866",1866,25,10,2010,5291,2010-10-25,2
"1867",1867,25,10,2011,6109,2011-10-25,3
"1868",1868,25,10,2012,4327,2012-10-25,5
"1869",1869,25,10,2013,3453,2013-10-25,6
"1870",1870,25,10,2014,3163,2014-10-25,7
"1871",1871,25,10,2015,6841,2015-10-25,1
"1872",1872,25,11,2010,3531,2010-11-25,5
"1873",1873,25,11,2011,2642,2011-11-25,6
"1874",1874,25,11,2012,6124,2012-11-25,1
"1875",1875,25,11,2013,6824,2013-11-25,2
"1876",1876,25,11,2014,4979,2014-11-25,3
"1877",1877,25,11,2015,2697,2015-11-25,4
"1878",1878,25,12,2010,2733,2010-12-25,7
"1879",1879,25,12,2011,2984,2011-12-25,1
"1880",1880,25,12,2012,5820,2012-12-25,3
"1881",1881,25,12,2013,5454,2013-12-25,4
"1882",1882,25,12,2014,3536,2014-12-25,5
"1883",1883,25,12,2015,2620,2015-12-25,6
"1884",1884,26,1,2010,5652,2010-01-26,3
"1885",1885,26,1,2011,4197,2011-01-26,4
"1886",1886,26,1,2012,4564,2012-01-26,5
"1887",1887,26,1,2013,4009,2013-01-26,7
"1888",1888,26,1,2014,7310,2014-01-26,1
"1889",1889,26,1,2015,4533,2015-01-26,2
"1890",1890,26,1,2016,7623,2016-01-26,3
"1891",1891,26,2,2010,3841,2010-02-26,6
"1892",1892,26,2,2011,2634,2011-02-26,7
"1893",1893,26,2,2012,4631,2012-02-26,1
"1894",1894,26,2,2013,6117,2013-02-26,3
"1895",1895,26,2,2014,6651,2014-02-26,4
"1896",1896,26,2,2015,6302,2015-02-26,5
"1897",1897,26,2,2016,4574,2016-02-26,6
"1898",1898,26,3,2010,3459,2010-03-26,6
"1899",1899,26,3,2011,3026,2011-03-26,7
"1900",1900,26,3,2012,5396,2012-03-26,2
"1901",1901,26,3,2013,4774,2013-03-26,3
"1902",1902,26,3,2014,5308,2014-03-26,4
"1903",1903,26,3,2015,6188,2015-03-26,5
"1904",1904,26,3,2016,3663,2016-03-26,7
"1905",1905,26,4,2010,5433,2010-04-26,2
"1906",1906,26,4,2011,5220,2011-04-26,3
"1907",1907,26,4,2012,4455,2012-04-26,5
"1908",1908,26,4,2013,2679,2013-04-26,6
"1909",1909,26,4,2014,2842,2014-04-26,7
"1910",1910,26,4,2015,6197,2015-04-26,1
"1911",1911,26,5,2010,5674,2010-05-26,4
"1912",1912,26,5,2011,4582,2011-05-26,5
"1913",1913,26,5,2012,1997,2012-05-26,7
"1914",1914,26,5,2013,2514,2013-05-26,1
"1915",1915,26,5,2014,6309,2014-05-26,2
"1916",1916,26,5,2015,6238,2015-05-26,3
"1917",1917,26,6,2010,2719,2010-06-26,7
"1918",1918,26,6,2011,5070,2011-06-26,1
"1919",1919,26,6,2012,4897,2012-06-26,3
"1920",1920,26,6,2013,5101,2013-06-26,4
"1921",1921,26,6,2014,5343,2014-06-26,5
"1922",1922,26,6,2015,3582,2015-06-26,6
"1923",1923,26,7,2010,5584,2010-07-26,2
"1924",1924,26,7,2011,5047,2011-07-26,3
"1925",1925,26,7,2012,4820,2012-07-26,5
"1926",1926,26,7,2013,2564,2013-07-26,6
"1927",1927,26,7,2014,3005,2014-07-26,7
"1928",1928,26,7,2015,6533,2015-07-26,1
"1929",1929,26,8,2010,4666,2010-08-26,5
"1930",1930,26,8,2011,1485,2011-08-26,6
"1931",1931,26,8,2012,4600,2012-08-26,1
"1932",1932,26,8,2013,4513,2013-08-26,2
"1933",1933,26,8,2014,4928,2014-08-26,3
"1934",1934,26,8,2015,5694,2015-08-26,4
"1935",1935,26,9,2010,5552,2010-09-26,1
"1936",1936,26,9,2011,5955,2011-09-26,2
"1937",1937,26,9,2012,4866,2012-09-26,4
"1938",1938,26,9,2013,4163,2013-09-26,5
"1939",1939,26,9,2014,3258,2014-09-26,6
"1940",1940,26,9,2015,3522,2015-09-26,7
"1941",1941,26,10,2010,4915,2010-10-26,3
"1942",1942,26,10,2011,6674,2011-10-26,4
"1943",1943,26,10,2012,2737,2012-10-26,6
"1944",1944,26,10,2013,2578,2013-10-26,7
"1945",1945,26,10,2014,6060,2014-10-26,1
"1946",1946,26,10,2015,6725,2015-10-26,2
"1947",1947,26,11,2010,4009,2010-11-26,6
"1948",1948,26,11,2011,2333,2011-11-26,7
"1949",1949,26,11,2012,6149,2012-11-26,2
"1950",1950,26,11,2013,5172,2013-11-26,3
"1951",1951,26,11,2014,2805,2014-11-26,4
"1952",1952,26,11,2015,3609,2015-11-26,5
"1953",1953,26,12,2010,2968,2010-12-26,1
"1954",1954,26,12,2011,4995,2011-12-26,2
"1955",1955,26,12,2012,6931,2012-12-26,4
"1956",1956,26,12,2013,4828,2013-12-26,5
"1957",1957,26,12,2014,2856,2014-12-26,6
"1958",1958,26,12,2015,3090,2015-12-26,7
"1959",1959,27,1,2010,5841,2010-01-27,4
"1960",1960,27,1,2011,5806,2011-01-27,5
"1961",1961,27,1,2012,2921,2012-01-27,6
"1962",1962,27,1,2013,6354,2013-01-27,1
"1963",1963,27,1,2014,7925,2014-01-27,2
"1964",1964,27,1,2015,7102,2015-01-27,3
"1965",1965,27,1,2016,6239,2016-01-27,4
"1966",1966,27,2,2010,3602,2010-02-27,7
"1967",1967,27,2,2011,5474,2011-02-27,1
"1968",1968,27,2,2012,4623,2012-02-27,2
"1969",1969,27,2,2013,4985,2013-02-27,4
"1970",1970,27,2,2014,6931,2014-02-27,5
"1971",1971,27,2,2015,4746,2015-02-27,6
"1972",1972,27,2,2016,3833,2016-02-27,7
"1973",1973,27,3,2010,2906,2010-03-27,7
"1974",1974,27,3,2011,5827,2011-03-27,1
"1975",1975,27,3,2012,4503,2012-03-27,3
"1976",1976,27,3,2013,4181,2013-03-27,4
"1977",1977,27,3,2014,4507,2014-03-27,5
"1978",1978,27,3,2015,3937,2015-03-27,6
"1979",1979,27,3,2016,5534,2016-03-27,1
"1980",1980,27,4,2010,6095,2010-04-27,3
"1981",1981,27,4,2011,5025,2011-04-27,4
"1982",1982,27,4,2012,2830,2012-04-27,6
"1983",1983,27,4,2013,2329,2013-04-27,7
"1984",1984,27,4,2014,5315,2014-04-27,1
"1985",1985,27,4,2015,6150,2015-04-27,2
"1986",1986,27,5,2010,4358,2010-05-27,5
"1987",1987,27,5,2011,2391,2011-05-27,6
"1988",1988,27,5,2012,2667,2012-05-27,1
"1989",1989,27,5,2013,5021,2013-05-27,2
"1990",1990,27,5,2014,5681,2014-05-27,3
"1991",1991,27,5,2015,6469,2015-05-27,4
"1992",1992,27,6,2010,6364,2010-06-27,1
"1993",1993,27,6,2011,5425,2011-06-27,2
"1994",1994,27,6,2012,5199,2012-06-27,4
"1995",1995,27,6,2013,4848,2013-06-27,5
"1996",1996,27,6,2014,3311,2014-06-27,6
"1997",1997,27,6,2015,3964,2015-06-27,7
"1998",1998,27,7,2010,5788,2010-07-27,3
"1999",1999,27,7,2011,5020,2011-07-27,4
"2000",2000,27,7,2012,2657,2012-07-27,6
"2001",2001,27,7,2013,2123,2013-07-27,7
"2002",2002,27,7,2014,5895,2014-07-27,1
"2003",2003,27,7,2015,6121,2015-07-27,2
"2004",2004,27,8,2010,2672,2010-08-27,6
"2005",2005,27,8,2011,5561,2011-08-27,7
"2006",2006,27,8,2012,4591,2012-08-27,2
"2007",2007,27,8,2013,4737,2013-08-27,3
"2008",2008,27,8,2014,5067,2014-08-27,4
"2009",2009,27,8,2015,5126,2015-08-27,5
"2010",2010,27,9,2010,5659,2010-09-27,2
"2011",2011,27,9,2011,5218,2011-09-27,3
"2012",2012,27,9,2012,4916,2012-09-27,5
"2013",2013,27,9,2013,2522,2013-09-27,6
"2014",2014,27,9,2014,2722,2014-09-27,7
"2015",2015,27,9,2015,5904,2015-09-27,1
"2016",2016,27,10,2010,4839,2010-10-27,4
"2017",2017,27,10,2011,7848,2011-10-27,5
"2018",2018,27,10,2012,1488,2012-10-27,7
"2019",2019,27,10,2013,5297,2013-10-27,1
"2020",2020,27,10,2014,5619,2014-10-27,2
"2021",2021,27,10,2015,6222,2015-10-27,3
"2022",2022,27,11,2010,3157,2010-11-27,7
"2023",2023,27,11,2011,4954,2011-11-27,1
"2024",2024,27,11,2012,5931,2012-11-27,3
"2025",2025,27,11,2013,2536,2013-11-27,4
"2026",2026,27,11,2014,4420,2014-11-27,5
"2027",2027,27,11,2015,3365,2015-11-27,6
"2028",2028,27,12,2010,4755,2010-12-27,2
"2029",2029,27,12,2011,5636,2011-12-27,3
"2030",2030,27,12,2012,5302,2012-12-27,5
"2031",2031,27,12,2013,2759,2013-12-27,6
"2032",2032,27,12,2014,2923,2014-12-27,7
"2033",2033,27,12,2015,6016,2015-12-27,1
"2034",2034,28,1,2010,7472,2010-01-28,5
"2035",2035,28,1,2011,3805,2011-01-28,6
"2036",2036,28,1,2012,2671,2012-01-28,7
"2037",2037,28,1,2013,5777,2013-01-28,2
"2038",2038,28,1,2014,7235,2014-01-28,3
"2039",2039,28,1,2015,6449,2015-01-28,4
"2040",2040,28,1,2016,5781,2016-01-28,5
"2041",2041,28,2,2010,6594,2010-02-28,1
"2042",2042,28,2,2011,5916,2011-02-28,2
"2043",2043,28,2,2012,4631,2012-02-28,3
"2044",2044,28,2,2013,4449,2013-02-28,5
"2045",2045,28,2,2014,4060,2014-02-28,6
"2046",2046,28,2,2015,4057,2015-02-28,7
"2047",2047,28,2,2016,6435,2016-02-28,1
"2048",2048,28,3,2010,6237,2010-03-28,1
"2049",2049,28,3,2011,5366,2011-03-28,2
"2050",2050,28,3,2012,4756,2012-03-28,4
"2051",2051,28,3,2013,3600,2013-03-28,5
"2052",2052,28,3,2014,3203,2014-03-28,6
"2053",2053,28,3,2015,3620,2015-03-28,7
"2054",2054,28,3,2016,7336,2016-03-28,2
"2055",2055,28,4,2010,5141,2010-04-28,4
"2056",2056,28,4,2011,4324,2011-04-28,5
"2057",2057,28,4,2012,1812,2012-04-28,7
"2058",2058,28,4,2013,4753,2013-04-28,1
"2059",2059,28,4,2014,5368,2014-04-28,2
"2060",2060,28,4,2015,6331,2015-04-28,3
"2061",2061,28,5,2010,2300,2010-05-28,6
"2062",2062,28,5,2011,1669,2011-05-28,7
"2063",2063,28,5,2012,5843,2012-05-28,2
"2064",2064,28,5,2013,5300,2013-05-28,3
"2065",2065,28,5,2014,5327,2014-05-28,4
"2066",2066,28,5,2015,5899,2015-05-28,5
"2067",2067,28,6,2010,5909,2010-06-28,2
"2068",2068,28,6,2011,4949,2011-06-28,3
"2069",2069,28,6,2012,5076,2012-06-28,5
"2070",2070,28,6,2013,2774,2013-06-28,6
"2071",2071,28,6,2014,3103,2014-06-28,7
"2072",2072,28,6,2015,7145,2015-06-28,1
"2073",2073,28,7,2010,4842,2010-07-28,4
"2074",2074,28,7,2011,4881,2011-07-28,5
"2075",2075,28,7,2012,2332,2012-07-28,7
"2076",2076,28,7,2013,5187,2013-07-28,1
"2077",2077,28,7,2014,5417,2014-07-28,2
"2078",2078,28,7,2015,6574,2015-07-28,3
"2079",2079,28,8,2010,2291,2010-08-28,7
"2080",2080,28,8,2011,8677,2011-08-28,1
"2081",2081,28,8,2012,4822,2012-08-28,3
"2082",2082,28,8,2013,4589,2013-08-28,4
"2083",2083,28,8,2014,4456,2014-08-28,5
"2084",2084,28,8,2015,3866,2015-08-28,6
"2085",2085,28,9,2010,5436,2010-09-28,3
"2086",2086,28,9,2011,5312,2011-09-28,4
"2087",2087,28,9,2012,2473,2012-09-28,6
"2088",2088,28,9,2013,2254,2013-09-28,7
"2089",2089,28,9,2014,5726,2014-09-28,1
"2090",2090,28,9,2015,5638,2015-09-28,2
"2091",2091,28,10,2010,4892,2010-10-28,5
"2092",2092,28,10,2011,6205,2011-10-28,6
"2093",2093,28,10,2012,5964,2012-10-28,1
"2094",2094,28,10,2013,5943,2013-10-28,2
"2095",2095,28,10,2014,5086,2014-10-28,3
"2096",2096,28,10,2015,5941,2015-10-28,4
"2097",2097,28,11,2010,6134,2010-11-28,1
"2098",2098,28,11,2011,4684,2011-11-28,2
"2099",2099,28,11,2012,5852,2012-11-28,4
"2100",2100,28,11,2013,3815,2013-11-28,5
"2101",2101,28,11,2014,3876,2014-11-28,6
"2102",2102,28,11,2015,3978,2015-11-28,7
"2103",2103,28,12,2010,5526,2010-12-28,3
"2104",2104,28,12,2011,6179,2011-12-28,4
"2105",2105,28,12,2012,3324,2012-12-28,6
"2106",2106,28,12,2013,2848,2013-12-28,7
"2107",2107,28,12,2014,6010,2014-12-28,1
"2108",2108,28,12,2015,6122,2015-12-28,2
"2109",2109,29,1,2010,5866,2010-01-29,6
"2110",2110,29,1,2011,3213,2011-01-29,7
"2111",2111,29,1,2012,5245,2012-01-29,1
"2112",2112,29,1,2013,5546,2013-01-29,3
"2113",2113,29,1,2014,7536,2014-01-29,4
"2114",2114,29,1,2015,5613,2015-01-29,5
"2115",2115,29,1,2016,4093,2016-01-29,6
"2116",2116,29,2,2012,4684,2012-02-29,4
"2117",2117,29,2,2016,6320,2016-02-29,2
"2118",2118,29,3,2010,8824,2010-03-29,2
"2119",2119,29,3,2011,5336,2011-03-29,3
"2120",2120,29,3,2012,4065,2012-03-29,5
"2121",2121,29,3,2013,2494,2013-03-29,6
"2122",2122,29,3,2014,3821,2014-03-29,7
"2123",2123,29,3,2015,6426,2015-03-29,1
"2124",2124,29,3,2016,7154,2016-03-29,3
"2125",2125,29,4,2010,4489,2010-04-29,5
"2126",2126,29,4,2011,2567,2011-04-29,6
"2127",2127,29,4,2012,4617,2012-04-29,1
"2128",2128,29,4,2013,4668,2013-04-29,2
"2129",2129,29,4,2014,6794,2014-04-29,3
"2130",2130,29,4,2015,5779,2015-04-29,4
"2131",2131,29,5,2010,1838,2010-05-29,7
"2132",2132,29,5,2011,2608,2011-05-29,1
"2133",2133,29,5,2012,5541,2012-05-29,3
"2134",2134,29,5,2013,5117,2013-05-29,4
"2135",2135,29,5,2014,5601,2014-05-29,5
"2136",2136,29,5,2015,4120,2015-05-29,6
"2137",2137,29,6,2010,5131,2010-06-29,3
"2138",2138,29,6,2011,4754,2011-06-29,4
"2139",2139,29,6,2012,3708,2012-06-29,6
"2140",2140,29,6,2013,2340,2013-06-29,7
"2141",2141,29,6,2014,5749,2014-06-29,1
"2142",2142,29,6,2015,6518,2015-06-29,2
"2143",2143,29,7,2010,4413,2010-07-29,5
"2144",2144,29,7,2011,2890,2011-07-29,6
"2145",2145,29,7,2012,5101,2012-07-29,1
"2146",2146,29,7,2013,4864,2013-07-29,2
"2147",2147,29,7,2014,5276,2014-07-29,3
"2148",2148,29,7,2015,6399,2015-07-29,4
"2149",2149,29,8,2010,5325,2010-08-29,1
"2150",2150,29,8,2011,7875,2011-08-29,2
"2151",2151,29,8,2012,4662,2012-08-29,4
"2152",2152,29,8,2013,3870,2013-08-29,5
"2153",2153,29,8,2014,2720,2014-08-29,6
"2154",2154,29,8,2015,3181,2015-08-29,7
"2155",2155,29,9,2010,5886,2010-09-29,4
"2156",2156,29,9,2011,4389,2011-09-29,5
"2157",2157,29,9,2012,2188,2012-09-29,7
"2158",2158,29,9,2013,4873,2013-09-29,1
"2159",2159,29,9,2014,4991,2014-09-29,2
"2160",2160,29,9,2015,6390,2015-09-29,3
"2161",2161,29,10,2010,3624,2010-10-29,6
"2162",2162,29,10,2011,5204,2011-10-29,7
"2163",2163,29,10,2012,6042,2012-10-29,2
"2164",2164,29,10,2013,5262,2013-10-29,3
"2165",2165,29,10,2014,6069,2014-10-29,4
"2166",2166,29,10,2015,5620,2015-10-29,5
"2167",2167,29,11,2010,5837,2010-11-29,2
"2168",2168,29,11,2011,5909,2011-11-29,3
"2169",2169,29,11,2012,4942,2012-11-29,5
"2170",2170,29,11,2013,3545,2013-11-29,6
"2171",2171,29,11,2014,3390,2014-11-29,7
"2172",2172,29,11,2015,7167,2015-11-29,1
"2173",2173,29,12,2010,5092,2010-12-29,4
"2174",2174,29,12,2011,3868,2011-12-29,5
"2175",2175,29,12,2012,3466,2012-12-29,7
"2176",2176,29,12,2013,5474,2013-12-29,1
"2177",2177,29,12,2014,5659,2014-12-29,2
"2178",2178,29,12,2015,5633,2015-12-29,3
"2179",2179,30,1,2010,4123,2010-01-30,7
"2180",2180,30,1,2011,6265,2011-01-30,1
"2181",2181,30,1,2012,5100,2012-01-30,2
"2182",2182,30,1,2013,6521,2013-01-30,4
"2183",2183,30,1,2014,5334,2014-01-30,5
"2184",2184,30,1,2015,5697,2015-01-30,6
"2185",2185,30,1,2016,3743,2016-01-30,7
"2186",2186,30,3,2010,6245,2010-03-30,3
"2187",2187,30,3,2011,4652,2011-03-30,4
"2188",2188,30,3,2012,2810,2012-03-30,6
"2189",2189,30,3,2013,1903,2013-03-30,7
"2190",2190,30,3,2014,5740,2014-03-30,1
"2191",2191,30,3,2015,6561,2015-03-30,2
"2192",2192,30,3,2016,6563,2016-03-30,4
"2193",2193,30,4,2010,2519,2010-04-30,6
"2194",2194,30,4,2011,2120,2011-04-30,7
"2195",2195,30,4,2012,4732,2012-04-30,2
"2196",2196,30,4,2013,4737,2013-04-30,3
"2197",2197,30,4,2014,7298,2014-04-30,4
"2198",2198,30,4,2015,5601,2015-04-30,5
"2199",2199,30,5,2010,2354,2010-05-30,1
"2200",2200,30,5,2011,6025,2011-05-30,2
"2201",2201,30,5,2012,5219,2012-05-30,4
"2202",2202,30,5,2013,4805,2013-05-30,5
"2203",2203,30,5,2014,3237,2014-05-30,6
"2204",2204,30,5,2015,4101,2015-05-30,7
"2205",2205,30,6,2010,4862,2010-06-30,4
"2206",2206,30,6,2011,4150,2011-06-30,5
"2207",2207,30,6,2012,3038,2012-06-30,7
"2208",2208,30,6,2013,5173,2013-06-30,1
"2209",2209,30,6,2014,5972,2014-06-30,2
"2210",2210,30,6,2015,6838,2015-06-30,3
