"","X","Day","Month","Year","count","mdy","wd"
"567",567,8,6,2010,4522,2010-06-08,3
"568",568,8,6,2011,5781,2011-06-08,4
"569",569,8,6,2012,2704,2012-06-08,6
"570",570,8,6,2013,2931,2013-06-08,7
"571",571,8,6,2014,6103,2014-06-08,1
"572",572,8,6,2015,6272,2015-06-08,2
"573",573,8,7,2010,5113,2010-07-08,5
"574",574,8,7,2011,2540,2011-07-08,6
"575",575,8,7,2012,5559,2012-07-08,1
"576",576,8,7,2013,5776,2013-07-08,2
"577",577,8,7,2014,6920,2014-07-08,3
"578",578,8,7,2015,5941,2015-07-08,4
"579",579,8,8,2010,5338,2010-08-08,1
"580",580,8,8,2011,5314,2011-08-08,2
"581",581,8,8,2012,4567,2012-08-08,4
"582",582,8,8,2013,4123,2013-08-08,5
"583",583,8,8,2014,3121,2014-08-08,6
"584",584,8,8,2015,3470,2015-08-08,7
"585",585,8,9,2010,4715,2010-09-08,4
"586",586,8,9,2011,5707,2011-09-08,5
"587",587,8,9,2012,2353,2012-09-08,7
"588",588,8,9,2013,4623,2013-09-08,1
"589",589,8,9,2014,5068,2014-09-08,2
"590",590,8,9,2015,6339,2015-09-08,3
"591",591,8,10,2010,2574,2010-10-08,6
"592",592,8,10,2011,2052,2011-10-08,7
"593",593,8,10,2012,5112,2012-10-08,2
"594",594,8,10,2013,5136,2013-10-08,3
"595",595,8,10,2014,4816,2014-10-08,4
"596",596,8,10,2015,5318,2015-10-08,5
"597",597,8,11,2010,7764,2010-11-08,2
"598",598,8,11,2011,4980,2011-11-08,3
"599",599,8,11,2012,5996,2012-11-08,5
"600",600,8,11,2013,2928,2013-11-08,6
"601",601,8,11,2014,3345,2014-11-08,7
"602",602,8,11,2015,6924,2015-11-08,1
"603",603,8,12,2010,6940,2010-12-08,4
"604",604,8,12,2011,5518,2011-12-08,5
"605",605,8,12,2012,2609,2012-12-08,7
"606",606,8,12,2013,6068,2013-12-08,1
"607",607,8,12,2014,8278,2014-12-08,2
"608",608,8,12,2015,5923,2015-12-08,3
"609",609,9,1,2010,3986,2010-01-09,7
"610",610,9,1,2011,6562,2011-01-09,1
"611",611,9,1,2012,5274,2012-01-09,2
"612",612,9,1,2013,5215,2013-01-09,4
"613",613,9,1,2014,6217,2014-01-09,5
"614",614,9,1,2015,5277,2015-01-09,6
"615",615,9,1,2016,4099,2016-01-09,7
"616",616,9,2,2010,3641,2010-02-09,3
"617",617,9,2,2011,6458,2011-02-09,4
"618",618,9,2,2012,4383,2012-02-09,5
"619",619,9,2,2013,3443,2013-02-09,7
"620",620,9,2,2014,6741,2014-02-09,1
"621",621,9,2,2015,6218,2015-02-09,2
"622",622,9,2,2016,6535,2016-02-09,3
"623",623,9,3,2010,5601,2010-03-09,3
"624",624,9,3,2011,5985,2011-03-09,4
"625",625,9,3,2012,2741,2012-03-09,6
"626",626,9,3,2013,2439,2013-03-09,7
"627",627,9,3,2014,5637,2014-03-09,1
"628",628,9,3,2015,7637,2015-03-09,2
"629",629,9,3,2016,6329,2016-03-09,4
"630",630,9,4,2010,2951,2010-04-09,6
"631",631,9,4,2011,2227,2011-04-09,7
"632",632,9,4,2012,4343,2012-04-09,2
"633",633,9,4,2013,4820,2013-04-09,3
"634",634,9,4,2014,5216,2014-04-09,4
"635",635,9,4,2015,5273,2015-04-09,5
"636",636,9,5,2010,6607,2010-05-09,1
"637",637,9,5,2011,4904,2011-05-09,2
"638",638,9,5,2012,4431,2012-05-09,4
"639",639,9,5,2013,3745,2013-05-09,5
"640",640,9,5,2014,3387,2014-05-09,6
"641",641,9,5,2015,3528,2015-05-09,7
"642",642,9,6,2010,5041,2010-06-09,4
"643",643,9,6,2011,5030,2011-06-09,5
"644",644,9,6,2012,2182,2012-06-09,7
"645",645,9,6,2013,5197,2013-06-09,1
"646",646,9,6,2014,6224,2014-06-09,2
"647",647,9,6,2015,6317,2015-06-09,3
"648",648,9,7,2010,2880,2010-07-09,6
"649",649,9,7,2011,2300,2011-07-09,7
"650",650,9,7,2012,5405,2012-07-09,2
"651",651,9,7,2013,5461,2013-07-09,3
"652",652,9,7,2014,5975,2014-07-09,4
"653",653,9,7,2015,5356,2015-07-09,5
"654",654,9,8,2010,5578,2010-08-09,2
"655",655,9,8,2011,4941,2011-08-09,3
"656",656,9,8,2012,4610,2012-08-09,5
"657",657,9,8,2013,2269,2013-08-09,6
"658",658,9,8,2014,2894,2014-08-09,7
"659",659,9,8,2015,6380,2015-08-09,1
"660",660,9,9,2010,4522,2010-09-09,5
"661",661,9,9,2011,2688,2011-09-09,6
"662",662,9,9,2012,5496,2012-09-09,1
"663",663,9,9,2013,4748,2013-09-09,2
"664",664,9,9,2014,5105,2014-09-09,3
"665",665,9,9,2015,6181,2015-09-09,4
"666",666,9,10,2010,2314,2010-10-09,7
"667",667,9,10,2011,3227,2011-10-09,1
"668",668,9,10,2012,4928,2012-10-09,3
"669",669,9,10,2013,4831,2013-10-09,4
"670",670,9,10,2014,4520,2014-10-09,5
"671",671,9,10,2015,3574,2015-10-09,6
"672",672,9,11,2010,7501,2010-11-09,3
"673",673,9,11,2011,4742,2011-11-09,4
"674",674,9,11,2012,3611,2012-11-09,6
"675",675,9,11,2013,2693,2013-11-09,7
"676",676,9,11,2014,5920,2014-11-09,1
"677",677,9,11,2015,5757,2015-11-09,2
"678",678,9,12,2010,6226,2010-12-09,5
"679",679,9,12,2011,3507,2011-12-09,6
"680",680,9,12,2012,5167,2012-12-09,1
"681",681,9,12,2013,6126,2013-12-09,2
"682",682,9,12,2014,6411,2014-12-09,3
"683",683,9,12,2015,5500,2015-12-09,4
"684",684,10,1,2010,6752,2010-01-10,1
"685",685,10,1,2011,5727,2011-01-10,2
"686",686,10,1,2012,4917,2012-01-10,3
"687",687,10,1,2013,4641,2013-01-10,5
"688",688,10,1,2014,3655,2014-01-10,6
"689",689,10,1,2015,4521,2015-01-10,7
"690",690,10,1,2016,7392,2016-01-10,1
"691",691,10,2,2010,5592,2010-02-10,4
"692",692,10,2,2011,5461,2011-02-10,5
"693",693,10,2,2012,2820,2012-02-10,6
"694",694,10,2,2013,5801,2013-02-10,1
"695",695,10,2,2014,7324,2014-02-10,2
"696",696,10,2,2015,6154,2015-02-10,3
"697",697,10,2,2016,6901,2016-02-10,4
"698",698,10,3,2010,5567,2010-03-10,4
"699",699,10,3,2011,5979,2011-03-10,5
"700",700,10,3,2012,2216,2012-03-10,7
"701",701,10,3,2013,5455,2013-03-10,1
"702",702,10,3,2014,5489,2014-03-10,2
"703",703,10,3,2015,7631,2015-03-10,3
"704",704,10,3,2016,6342,2016-03-10,5
"705",705,10,4,2010,2272,2010-04-10,7
"706",706,10,4,2011,5044,2011-04-10,1
"707",707,10,4,2012,4297,2012-04-10,3
"708",708,10,4,2013,4696,2013-04-10,4
"709",709,10,4,2014,4989,2014-04-10,5
"710",710,10,4,2015,3595,2015-04-10,6
"711",711,10,5,2010,5999,2010-05-10,2
"712",712,10,5,2011,5275,2011-05-10,3
"713",713,10,5,2012,4138,2012-05-10,5
"714",714,10,5,2013,2843,2013-05-10,6
"715",715,10,5,2014,2949,2014-05-10,7
"716",716,10,5,2015,6518,2015-05-10,1
"717",717,10,6,2010,4367,2010-06-10,5
"718",718,10,6,2011,2626,2011-06-10,6
"719",719,10,6,2012,5114,2012-06-10,1
"720",720,10,6,2013,5741,2013-06-10,2
"721",721,10,6,2014,5625,2014-06-10,3
"722",722,10,6,2015,6354,2015-06-10,4
"723",723,10,7,2010,2455,2010-07-10,7
"724",724,10,7,2011,5386,2011-07-10,1
"725",725,10,7,2012,5251,2012-07-10,3
"726",726,10,7,2013,4981,2013-07-10,4
"727",727,10,7,2014,5334,2014-07-10,5
"728",728,10,7,2015,3867,2015-07-10,6
"729",729,10,8,2010,5269,2010-08-10,3
"730",730,10,8,2011,5069,2011-08-10,4
"731",731,10,8,2012,2416,2012-08-10,6
"732",732,10,8,2013,2112,2013-08-10,7
"733",733,10,8,2014,5595,2014-08-10,1
"734",734,10,8,2015,5824,2015-08-10,2
"735",735,10,9,2010,2308,2010-09-10,6
"736",736,10,9,2011,2454,2011-09-10,7
"737",737,10,9,2012,5090,2012-09-10,2
"738",738,10,9,2013,4869,2013-09-10,3
"739",739,10,9,2014,5121,2014-09-10,4
"740",740,10,9,2015,5940,2015-09-10,5
"741",741,10,10,2010,3394,2010-10-10,1
"742",742,10,10,2011,5028,2011-10-10,2
"743",743,10,10,2012,5565,2012-10-10,4
"744",744,10,10,2013,4201,2013-10-10,5
"745",745,10,10,2014,3009,2014-10-10,6
"746",746,10,10,2015,3358,2015-10-10,7
"747",747,10,11,2010,4660,2010-11-10,4
"748",748,10,11,2011,4652,2011-11-10,5
"749",749,10,11,2012,2773,2012-11-10,7
"750",750,10,11,2013,4020,2013-11-10,1
"751",751,10,11,2014,4230,2014-11-10,2
"752",752,10,11,2015,4059,2015-11-10,3
"753",753,10,12,2010,3574,2010-12-10,6
"754",754,10,12,2011,3534,2011-12-10,7
"755",755,10,12,2012,5167,2012-12-10,2
"756",756,10,12,2013,6351,2013-12-10,3
"757",757,10,12,2014,5842,2014-12-10,4
"758",758,10,12,2015,5136,2015-12-10,5
"759",759,11,1,2010,6232,2010-01-11,2
"760",760,11,1,2011,5341,2011-01-11,3
"761",761,11,1,2012,4932,2012-01-11,4
"762",762,11,1,2013,2701,2013-01-11,6
"763",763,11,1,2014,3771,2014-01-11,7
"764",764,11,1,2015,6035,2015-01-11,1
"765",765,11,1,2016,7033,2016-01-11,2
"766",766,11,2,2010,6272,2010-02-11,5
"767",767,11,2,2011,3517,2011-02-11,6
"768",768,11,2,2012,3184,2012-02-11,7
"769",769,11,2,2013,5507,2013-02-11,2
"770",770,11,2,2014,6755,2014-02-11,3
"771",771,11,2,2015,6048,2015-02-11,4
"772",772,11,2,2016,8149,2016-02-11,5
"773",773,11,3,2010,5240,2010-03-11,5
"774",774,11,3,2011,3071,2011-03-11,6
"775",775,11,3,2012,4547,2012-03-11,1
"776",776,11,3,2013,5445,2013-03-11,2
"777",777,11,3,2014,5450,2014-03-11,3
"778",778,11,3,2015,7619,2015-03-11,4
"779",779,11,3,2016,4198,2016-03-11,6
"780",780,11,4,2010,5767,2010-04-11,1
"781",781,11,4,2011,5056,2011-04-11,2
"782",782,11,4,2012,4126,2012-04-11,4
"783",783,11,4,2013,4794,2013-04-11,5
"784",784,11,4,2014,2961,2014-04-11,6
"785",785,11,4,2015,3444,2015-04-11,7
"786",786,11,5,2010,5685,2010-05-11,3
"787",787,11,5,2011,4846,2011-05-11,4
"788",788,11,5,2012,2316,2012-05-11,6
"789",789,11,5,2013,2476,2013-05-11,7
"790",790,11,5,2014,5928,2014-05-11,1
"791",791,11,5,2015,6472,2015-05-11,2
"792",792,11,6,2010,2428,2010-06-11,6
"793",793,11,6,2011,2002,2011-06-11,7
"794",794,11,6,2012,4534,2012-06-11,2
"795",795,11,6,2013,5441,2013-06-11,3
"796",796,11,6,2014,5305,2014-06-11,4
"797",797,11,6,2015,6068,2015-06-11,5
"798",798,11,7,2010,5778,2010-07-11,1
"799",799,11,7,2011,5851,2011-07-11,2
"800",800,11,7,2012,4988,2012-07-11,4
"801",801,11,7,2013,4337,2013-07-11,5
"802",802,11,7,2014,3357,2014-07-11,6
"803",803,11,7,2015,3804,2015-07-11,7
"804",804,11,8,2010,4833,2010-08-11,4
"805",805,11,8,2011,4641,2011-08-11,5
"806",806,11,8,2012,2225,2012-08-11,7
"807",807,11,8,2013,4839,2013-08-11,1
"808",808,11,8,2014,5166,2014-08-11,2
"809",809,11,8,2015,5952,2015-08-11,3
"810",810,11,9,2010,2106,2010-09-11,7
"811",811,11,9,2011,5746,2011-09-11,1
"812",812,11,9,2012,4767,2012-09-11,3
"813",813,11,9,2013,4846,2013-09-11,4
"814",814,11,9,2014,4650,2014-09-11,5
"815",815,11,9,2015,3850,2015-09-11,6
"816",816,11,10,2010,5952,2010-10-11,2
"817",817,11,10,2011,4717,2011-10-11,3
"818",818,11,10,2012,5805,2012-10-11,5
"819",819,11,10,2013,2087,2013-10-11,6
"820",820,11,10,2014,2873,2014-10-11,7
"821",821,11,10,2015,4254,2015-10-11,1
"822",822,11,11,2010,5295,2010-11-11,5
"823",823,11,11,2011,3664,2011-11-11,6
"824",824,11,11,2012,4288,2012-11-11,1
"825",825,11,11,2013,6740,2013-11-11,2
"826",826,11,11,2014,5289,2014-11-11,3
"827",827,11,11,2015,4963,2015-11-11,4
"828",828,11,12,2010,2758,2010-12-11,7
"829",829,11,12,2011,6308,2011-12-11,1
"830",830,11,12,2012,5421,2012-12-11,3
"831",831,11,12,2013,7084,2013-12-11,4
"832",832,11,12,2014,5716,2014-12-11,5
"833",833,11,12,2015,3868,2015-12-11,6
"834",834,12,1,2010,6078,2010-01-12,3
"835",835,12,1,2011,6307,2011-01-12,4
"836",836,12,1,2012,5284,2012-01-12,5
"837",837,12,1,2013,2388,2013-01-12,7
"838",838,12,1,2014,5908,2014-01-12,1
"839",839,12,1,2015,6432,2015-01-12,2
"840",840,12,1,2016,7811,2016-01-12,3
"841",841,12,2,2010,3754,2010-02-12,6
"842",842,12,2,2011,2676,2011-02-12,7
"843",843,12,2,2012,5551,2012-02-12,1
"844",844,12,2,2013,5461,2013-02-12,3
"845",845,12,2,2014,5769,2014-02-12,4
"846",846,12,2,2015,7030,2015-02-12,5
"847",847,12,2,2016,6882,2016-02-12,6
"848",848,12,3,2010,5109,2010-03-12,6
"849",849,12,3,2011,2424,2011-03-12,7
"850",850,12,3,2012,4758,2012-03-12,2
"851",851,12,3,2013,5167,2013-03-12,3
"852",852,12,3,2014,6266,2014-03-12,4
"853",853,12,3,2015,6502,2015-03-12,5
"854",854,12,3,2016,3801,2016-03-12,7
"855",855,12,4,2010,5446,2010-04-12,2
"856",856,12,4,2011,5237,2011-04-12,3
"857",857,12,4,2012,3793,2012-04-12,5
"858",858,12,4,2013,2782,2013-04-12,6
"859",859,12,4,2014,2908,2014-04-12,7
"860",860,12,4,2015,5983,2015-04-12,1
"861",861,12,5,2010,4764,2010-05-12,4
"862",862,12,5,2011,4437,2011-05-12,5
"863",863,12,5,2012,1892,2012-05-12,7
"864",864,12,5,2013,5200,2013-05-12,1
"865",865,12,5,2014,5549,2014-05-12,2
"866",866,12,5,2015,5778,2015-05-12,3
"867",867,12,6,2010,2133,2010-06-12,7
"868",868,12,6,2011,5121,2011-06-12,1
"869",869,12,6,2012,5424,2012-06-12,3
"870",870,12,6,2013,5192,2013-06-12,4
"871",871,12,6,2014,5725,2014-06-12,5
"872",872,12,6,2015,4296,2015-06-12,6
"873",873,12,7,2010,6021,2010-07-12,2
"874",874,12,7,2011,5348,2011-07-12,3
"875",875,12,7,2012,4598,2012-07-12,5
"876",876,12,7,2013,2539,2013-07-12,6
"877",877,12,7,2014,2758,2014-07-12,7
"878",878,12,7,2015,6668,2015-07-12,1
"879",879,12,8,2010,4647,2010-08-12,5
"880",880,12,8,2011,2663,2011-08-12,6
"881",881,12,8,2012,5211,2012-08-12,1
"882",882,12,8,2013,5090,2013-08-12,2
"883",883,12,8,2014,5716,2014-08-12,3
"884",884,12,8,2015,5839,2015-08-12,4
"885",885,12,9,2010,5226,2010-09-12,1
"886",886,12,9,2011,5868,2011-09-12,2
"887",887,12,9,2012,4748,2012-09-12,4
"888",888,12,9,2013,4240,2013-09-12,5
"889",889,12,9,2014,2662,2014-09-12,6
"890",890,12,9,2015,3672,2015-09-12,7
"891",891,12,10,2010,5606,2010-10-12,3
"892",892,12,10,2011,4790,2011-10-12,4
"893",893,12,10,2012,3981,2012-10-12,6
"894",894,12,10,2013,1764,2013-10-12,7
"895",895,12,10,2014,3443,2014-10-12,1
"896",896,12,10,2015,6524,2015-10-12,2
"897",897,12,11,2010,3150,2010-11-12,6
"898",898,12,11,2011,2714,2011-11-12,7
"899",899,12,11,2012,5638,2012-11-12,2
"900",900,12,11,2013,6776,2013-11-12,3
"901",901,12,11,2014,6589,2014-11-12,4
"902",902,12,11,2015,9237,2015-11-12,5
"903",903,12,12,2010,6506,2010-12-12,1
"904",904,12,12,2011,5970,2011-12-12,2
"905",905,12,12,2012,5229,2012-12-12,4
"906",906,12,12,2013,6109,2013-12-12,5
"907",907,12,12,2014,3908,2014-12-12,6
"908",908,12,12,2015,3191,2015-12-12,7
"909",909,13,1,2010,5200,2010-01-13,4
"910",910,13,1,2011,5931,2011-01-13,5
"911",911,13,1,2012,3919,2012-01-13,6
"912",912,13,1,2013,4871,2013-01-13,1
"913",913,13,1,2014,6221,2014-01-13,2
"914",914,13,1,2015,5706,2015-01-13,3
"915",915,13,1,2016,7011,2016-01-13,4
"916",916,13,2,2010,2619,2010-02-13,7
"917",917,13,2,2011,5694,2011-02-13,1
"918",918,13,2,2012,4508,2012-02-13,2
"919",919,13,2,2013,5018,2013-02-13,4
"920",920,13,2,2014,6135,2014-02-13,5
"921",921,13,2,2015,4602,2015-02-13,6
"922",922,13,2,2016,9113,2016-02-13,7
"923",923,13,3,2010,5914,2010-03-13,7
"924",924,13,3,2011,5557,2011-03-13,1
"925",925,13,3,2012,4981,2012-03-13,3
"926",926,13,3,2013,5565,2013-03-13,4
"927",927,13,3,2014,5626,2014-03-13,5
"928",928,13,3,2015,4446,2015-03-13,6
"929",929,13,3,2016,6405,2016-03-13,1
"930",930,13,4,2010,5276,2010-04-13,3
"931",931,13,4,2011,5031,2011-04-13,4
"932",932,13,4,2012,2257,2012-04-13,6
"933",933,13,4,2013,2395,2013-04-13,7
"934",934,13,4,2014,5202,2014-04-13,1
"935",935,13,4,2015,6078,2015-04-13,2
"936",936,13,5,2010,4792,2010-05-13,5
"937",937,13,5,2011,2385,2011-05-13,6
"938",938,13,5,2012,4735,2012-05-13,1
"939",939,13,5,2013,4864,2013-05-13,2
"940",940,13,5,2014,5687,2014-05-13,3
"941",941,13,5,2015,5945,2015-05-13,4
"942",942,13,6,2010,5732,2010-06-13,1
"943",943,13,6,2011,5121,2011-06-13,2
"944",944,13,6,2012,4930,2012-06-13,4
"945",945,13,6,2013,4915,2013-06-13,5
"946",946,13,6,2014,3440,2014-06-13,6
"947",947,13,6,2015,4029,2015-06-13,7
"948",948,13,7,2010,5115,2010-07-13,3
"949",949,13,7,2011,5399,2011-07-13,4
"950",950,13,7,2012,2654,2012-07-13,6
"951",951,13,7,2013,2537,2013-07-13,7
"952",952,13,7,2014,5956,2014-07-13,1
"953",953,13,7,2015,6534,2015-07-13,2
"954",954,13,8,2010,2417,2010-08-13,6
"955",955,13,8,2011,3047,2011-08-13,7
"956",956,13,8,2012,5138,2012-08-13,2
"957",957,13,8,2013,4878,2013-08-13,3
"958",958,13,8,2014,5027,2014-08-13,4
"959",959,13,8,2015,5298,2015-08-13,5
"960",960,13,9,2010,5193,2010-09-13,2
"961",961,13,9,2011,5668,2011-09-13,3
"962",962,13,9,2012,4189,2012-09-13,5
"963",963,13,9,2013,2295,2013-09-13,6
"964",964,13,9,2014,2427,2014-09-13,7
"965",965,13,9,2015,5974,2015-09-13,1
"966",966,13,10,2010,5666,2010-10-13,4
"967",967,13,10,2011,5064,2011-10-13,5
"968",968,13,10,2012,2344,2012-10-13,7
"969",969,13,10,2013,3293,2013-10-13,1
"970",970,13,10,2014,5278,2014-10-13,2
"971",971,13,10,2015,5694,2015-10-13,3
"972",972,13,11,2010,2495,2010-11-13,7
"973",973,13,11,2011,5606,2011-11-13,1
"974",974,13,11,2012,5833,2012-11-13,3
"975",975,13,11,2013,5864,2013-11-13,4
"976",976,13,11,2014,6451,2014-11-13,5
"977",977,13,11,2015,5335,2015-11-13,6
"978",978,13,12,2010,7970,2010-12-13,2
"979",979,13,12,2011,5214,2011-12-13,3
"980",980,13,12,2012,4602,2012-12-13,5
"981",981,13,12,2013,3744,2013-12-13,6
"982",982,13,12,2014,3297,2014-12-13,7
"983",983,13,12,2015,5826,2015-12-13,1
"984",984,14,1,2010,4994,2010-01-14,5
"985",985,14,1,2011,3418,2011-01-14,6
"986",986,14,1,2012,3918,2012-01-14,7
"987",987,14,1,2013,5320,2013-01-14,2
"988",988,14,1,2014,6043,2014-01-14,3
"989",989,14,1,2015,4986,2015-01-14,4
"990",990,14,1,2016,5386,2016-01-14,5
"991",991,14,2,2010,3653,2010-02-14,1
"992",992,14,2,2011,6539,2011-02-14,2
"993",993,14,2,2012,4761,2012-02-14,3
"994",994,14,2,2013,4610,2013-02-14,5
"995",995,14,2,2014,4095,2014-02-14,6
"996",996,14,2,2015,5482,2015-02-14,7
"997",997,14,2,2016,8160,2016-02-14,1
"998",998,14,3,2010,9033,2010-03-14,1
"999",999,14,3,2011,6118,2011-03-14,2
"1000",1000,14,3,2012,4714,2012-03-14,4
"1001",1001,14,3,2013,4710,2013-03-14,5
"1002",1002,14,3,2014,3367,2014-03-14,6
"1003",1003,14,3,2015,4399,2015-03-14,7
"1004",1004,14,3,2016,6549,2016-03-14,2
"1005",1005,14,4,2010,5577,2010-04-14,4
"1006",1006,14,4,2011,4670,2011-04-14,5
"1007",1007,14,4,2012,2119,2012-04-14,7
"1008",1008,14,4,2013,4688,2013-04-14,1
"1009",1009,14,4,2014,4590,2014-04-14,2
"1010",1010,14,4,2015,6084,2015-04-14,3
"1011",1011,14,5,2010,2468,2010-05-14,6
"1012",1012,14,5,2011,1944,2011-05-14,7
"1013",1013,14,5,2012,4318,2012-05-14,2
"1014",1014,14,5,2013,4703,2013-05-14,3
"1015",1015,14,5,2014,5223,2014-05-14,4
"1016",1016,14,5,2015,5358,2015-05-14,5
"1017",1017,14,6,2010,5673,2010-06-14,2
"1018",1018,14,6,2011,5024,2011-06-14,3
"1019",1019,14,6,2012,4487,2012-06-14,5
"1020",1020,14,6,2013,2823,2013-06-14,6
"1021",1021,14,6,2014,2998,2014-06-14,7
"1022",1022,14,6,2015,7091,2015-06-14,1
"1023",1023,14,7,2010,5417,2010-07-14,4
"1024",1024,14,7,2011,4664,2011-07-14,5
"1025",1025,14,7,2012,2300,2012-07-14,7
"1026",1026,14,7,2013,5593,2013-07-14,1
"1027",1027,14,7,2014,6586,2014-07-14,2
"1028",1028,14,7,2015,6721,2015-07-14,3
"1029",1029,14,8,2010,1952,2010-08-14,7
"1030",1030,14,8,2011,6474,2011-08-14,1
"1031",1031,14,8,2012,5485,2012-08-14,3
"1032",1032,14,8,2013,4701,2013-08-14,4
"1033",1033,14,8,2014,4549,2014-08-14,5
"1034",1034,14,8,2015,3677,2015-08-14,6
"1035",1035,14,9,2010,5112,2010-09-14,3
"1036",1036,14,9,2011,5599,2011-09-14,4
"1037",1037,14,9,2012,2599,2012-09-14,6
"1038",1038,14,9,2013,2283,2013-09-14,7
"1039",1039,14,9,2014,4936,2014-09-14,1
"1040",1040,14,9,2015,5831,2015-09-14,2
"1041",1041,14,10,2010,5663,2010-10-14,5
"1042",1042,14,10,2011,2770,2011-10-14,6
"1043",1043,14,10,2012,5227,2012-10-14,1
"1044",1044,14,10,2013,4896,2013-10-14,2
"1045",1045,14,10,2014,5127,2014-10-14,3
"1046",1046,14,10,2015,6036,2015-10-14,4
"1047",1047,14,11,2010,5592,2010-11-14,1
"1048",1048,14,11,2011,5009,2011-11-14,2
"1049",1049,14,11,2012,5894,2012-11-14,4
"1050",1050,14,11,2013,4754,2013-11-14,5
"1051",1051,14,11,2014,5021,2014-11-14,6
"1052",1052,14,11,2015,4246,2015-11-14,7
"1053",1053,14,12,2010,7914,2010-12-14,3
"1054",1054,14,12,2011,5116,2011-12-14,4
"1055",1055,14,12,2012,3041,2012-12-14,6
"1056",1056,14,12,2013,3886,2013-12-14,7
"1057",1057,14,12,2014,5645,2014-12-14,1
"1058",1058,14,12,2015,5886,2015-12-14,2
"1059",1059,15,1,2010,2586,2010-01-15,6
"1060",1060,15,1,2011,2644,2011-01-15,7
"1061",1061,15,1,2012,5388,2012-01-15,1
"1062",1062,15,1,2013,5067,2013-01-15,3
"1063",1063,15,1,2014,5992,2014-01-15,4
"1064",1064,15,1,2015,5218,2015-01-15,5
"1065",1065,15,1,2016,3592,2016-01-15,6
"1066",1066,15,2,2010,5172,2010-02-15,2
"1067",1067,15,2,2011,6166,2011-02-15,3
"1068",1068,15,2,2012,4547,2012-02-15,4
"1069",1069,15,2,2013,2868,2013-02-15,6
"1070",1070,15,2,2014,4137,2014-02-15,7
"1071",1071,15,2,2015,9900,2015-02-15,1
"1072",1072,15,2,2016,8744,2016-02-15,2
"1073",1073,15,3,2010,6789,2010-03-15,2
"1074",1074,15,3,2011,5431,2011-03-15,3
"1075",1075,15,3,2012,4175,2012-03-15,5
"1076",1076,15,3,2013,2923,2013-03-15,6
"1077",1077,15,3,2014,3448,2014-03-15,7
"1078",1078,15,3,2015,7231,2015-03-15,1
"1079",1079,15,3,2016,6189,2016-03-15,3
"1080",1080,15,4,2010,5126,2010-04-15,5
"1081",1081,15,4,2011,3279,2011-04-15,6
"1082",1082,15,4,2012,5100,2012-04-15,1
"1083",1083,15,4,2013,5035,2013-04-15,2
"1084",1084,15,4,2014,5509,2014-04-15,3
"1085",1085,15,4,2015,5873,2015-04-15,4
"1086",1086,15,5,2010,2190,2010-05-15,7
"1087",1087,15,5,2011,4760,2011-05-15,1
"1088",1088,15,5,2012,4961,2012-05-15,3
"1089",1089,15,5,2013,4754,2013-05-15,4
"1090",1090,15,5,2014,5476,2014-05-15,5
"1091",1091,15,5,2015,3455,2015-05-15,6
"1092",1092,15,6,2010,5223,2010-06-15,3
"1093",1093,15,6,2011,4940,2011-06-15,4
"1094",1094,15,6,2012,2566,2012-06-15,6
"1095",1095,15,6,2013,2427,2013-06-15,7
"1096",1096,15,6,2014,6173,2014-06-15,1
"1097",1097,15,6,2015,6980,2015-06-15,2
"1098",1098,15,7,2010,4950,2010-07-15,5
"1099",1099,15,7,2011,2535,2011-07-15,6
"1100",1100,15,7,2012,5137,2012-07-15,1
"1101",1101,15,7,2013,5931,2013-07-15,2
"1102",1102,15,7,2014,6141,2014-07-15,3
"1103",1103,15,7,2015,6342,2015-07-15,4
"1104",1104,15,8,2010,5141,2010-08-15,1
"1105",1105,15,8,2011,6252,2011-08-15,2
"1106",1106,15,8,2012,4885,2012-08-15,4
"1107",1107,15,8,2013,4481,2013-08-15,5
"1108",1108,15,8,2014,3186,2014-08-15,6
"1109",1109,15,8,2015,3490,2015-08-15,7
"1110",1110,15,9,2010,6547,2010-09-15,4
"1111",1111,15,9,2011,5429,2011-09-15,5
"1112",1112,15,9,2012,2204,2012-09-15,7
"1113",1113,15,9,2013,4741,2013-09-15,1
"1114",1114,15,9,2014,5329,2014-09-15,2
"1115",1115,15,9,2015,6072,2015-09-15,3
"1116",1116,15,10,2010,4164,2010-10-15,6
"1117",1117,15,10,2011,2231,2011-10-15,7
"1118",1118,15,10,2012,5181,2012-10-15,2
"1119",1119,15,10,2013,5182,2013-10-15,3
"1120",1120,15,10,2014,5142,2014-10-15,4
"1121",1121,15,10,2015,5997,2015-10-15,5
"1122",1122,15,11,2010,5633,2010-11-15,2
"1123",1123,15,11,2011,5279,2011-11-15,3
"1124",1124,15,11,2012,5303,2012-11-15,5
"1125",1125,15,11,2013,3226,2013-11-15,6
"1126",1126,15,11,2014,4265,2014-11-15,7
"1127",1127,15,11,2015,6418,2015-11-15,1
"1128",1128,15,12,2010,7139,2010-12-15,4
"1129",1129,15,12,2011,4790,2011-12-15,5
"1130",1130,15,12,2012,2620,2012-12-15,7
"1131",1131,15,12,2013,6437,2013-12-15,1
"1132",1132,15,12,2014,5521,2014-12-15,2
"1133",1133,15,12,2015,5730,2015-12-15,3
"1134",1134,16,1,2010,2429,2010-01-16,7
"1135",1135,16,1,2011,4326,2011-01-16,1
"1136",1136,16,1,2012,5692,2012-01-16,2
